# Memorization control corpus -- 1,500 classes the model cannot have seen.
# Paper Sec. 5.6.5, Table tab:memorization_control. Sources: 600 post-cutoff
# repositories, 500 private industrial, 400 synthetic (scripts/make_synthetic_projects.py).
# Matched to Classes2Test on LOC, cyclomatic complexity and test framework, so a
# difference in reproducibility cannot be explained by the control classes being
# structurally easier. The probe is identical to the Classes2Test one.
# Match levels nest: exact implies structural implies semantic.
class_id,source,loc,cyclomatic_complexity,test_framework,codebleu,exact_match,structural_match,semantic_match
ctl_1327,synthetic,1302,91,junit4,0.4701,0,0,0
ctl_1328,synthetic,570,23,junit4,0.6479,0,0,0
ctl_1329,synthetic,1894,89,junit5,0.3678,0,0,0
ctl_1330,synthetic,376,22,junit4,0.642,0,0,0
ctl_1331,synthetic,1020,43,junit5,0.2469,0,0,0
ctl_1332,synthetic,591,19,junit5,0.496,0,0,0
ctl_1333,synthetic,360,28,junit4,0.6729,0,0,0
ctl_1334,synthetic,682,28,junit5,0.5085,0,0,0
ctl_1335,synthetic,1292,60,junit4,0.3764,0,0,0
ctl_1336,synthetic,448,33,other,0.5727,0,0,0
ctl_1337,synthetic,1926,77,junit5,0.4106,0,0,0
ctl_1338,synthetic,518,24,junit4,0.5884,0,0,0
ctl_1339,synthetic,267,19,junit5,0.865,0,1,1
ctl_1340,synthetic,1223,80,junit4,0.6022,0,0,0
ctl_1341,synthetic,478,31,junit4,0.3261,0,0,0
ctl_1342,synthetic,461,24,junit4,0.801,0,0,1
ctl_1343,synthetic,1045,71,junit5,0.2733,0,0,0
ctl_1344,synthetic,900,23,junit4,0.431,0,0,0
ctl_1345,synthetic,478,28,junit4,0.6664,0,0,0
ctl_1346,synthetic,1068,56,junit5,0.3327,0,0,0
ctl_1347,synthetic,718,37,junit4,0.801,0,0,1
ctl_1348,synthetic,653,42,junit5,0.5539,0,0,0
ctl_1349,synthetic,1300,65,junit5,0.6242,0,0,0
ctl_1350,synthetic,1095,43,junit5,0.4324,0,0,0
ctl_1351,synthetic,371,20,junit4,0.6563,0,0,0
ctl_1352,synthetic,622,34,junit5,0.4433,0,0,0
ctl_1353,synthetic,545,25,junit4,0.5009,0,0,0
ctl_1354,synthetic,501,29,junit4,0.4732,0,0,0
ctl_1355,synthetic,304,9,junit5,0.6616,0,0,0
ctl_1356,synthetic,1773,118,other,0.3741,0,0,0
ctl_1357,synthetic,756,31,junit5,0.4645,0,0,0
ctl_1358,synthetic,450,32,junit5,0.5847,0,0,0
ctl_1359,synthetic,3683,198,junit4,0.1185,0,0,0
ctl_1360,synthetic,945,45,junit4,0.5714,0,0,0
ctl_1361,synthetic,862,47,junit4,0.5694,0,0,0
ctl_1362,synthetic,3097,151,junit5,0.1213,0,0,0
ctl_1363,synthetic,705,28,other,0.5003,0,0,0
ctl_1364,synthetic,698,35,junit5,0.5835,0,0,0
ctl_1365,synthetic,406,35,junit4,0.4607,0,0,0
ctl_1366,synthetic,1156,76,junit4,0.6037,0,0,0
ctl_1367,synthetic,1736,90,junit5,0.4376,0,0,0
ctl_1368,synthetic,1164,42,junit4,0.4652,0,0,0
ctl_1369,synthetic,1986,57,junit5,0.801,0,0,1
ctl_1370,synthetic,188,12,junit4,0.801,0,0,1
ctl_1371,synthetic,469,24,junit4,0.4631,0,0,0
ctl_1372,synthetic,572,36,junit4,0.5418,0,0,0
ctl_1373,synthetic,1682,67,junit4,0.3542,0,0,0
ctl_1374,synthetic,261,19,junit5,0.8385,0,1,1
ctl_1375,synthetic,355,19,junit4,0.6218,0,0,0
ctl_1376,synthetic,1369,63,junit5,0.554,0,0,0
ctl_1377,synthetic,1459,63,junit4,0.3993,0,0,0
ctl_1378,synthetic,1268,92,junit4,0.4367,0,0,0
ctl_1379,synthetic,764,62,junit4,0.2429,0,0,0
ctl_1380,synthetic,692,40,junit5,0.801,0,0,1
ctl_1381,synthetic,395,19,junit4,0.801,0,0,1
ctl_1382,synthetic,547,16,junit4,0.52,0,0,0
ctl_1383,synthetic,878,40,junit5,0.514,0,0,0
ctl_1384,synthetic,1394,58,junit5,0.3055,0,0,0
ctl_1385,synthetic,1730,78,junit4,0.5112,0,0,0
ctl_1386,synthetic,398,17,junit4,0.6638,0,0,0
ctl_1387,synthetic,2038,96,junit4,0.6242,0,0,0
ctl_1388,synthetic,833,24,junit4,0.4561,0,0,0
ctl_1389,synthetic,551,21,junit4,0.6743,0,0,0
ctl_1390,synthetic,1014,42,junit5,0.3131,0,0,0
ctl_1391,synthetic,390,27,junit5,0.6417,0,0,0
ctl_1392,synthetic,141,9,junit5,0.6601,0,0,0
ctl_1393,synthetic,167,9,junit5,0.657,0,0,0
ctl_1394,synthetic,2412,124,junit5,0.4868,0,0,0
ctl_1395,synthetic,2409,110,junit4,0.5938,0,0,0
ctl_1396,synthetic,771,31,junit5,0.4236,0,0,0
ctl_1397,synthetic,836,78,junit4,0.5466,0,0,0
ctl_1398,synthetic,1110,41,junit5,0.3485,0,0,0
ctl_1399,synthetic,2963,102,junit4,0.5309,0,0,0
ctl_1400,synthetic,187,5,junit4,0.801,0,0,1
ctl_1401,synthetic,1797,60,junit4,0.443,0,0,0
ctl_1402,synthetic,3231,129,junit5,0.3828,0,0,0
ctl_1403,synthetic,779,32,junit4,0.2632,0,0,0
ctl_1404,synthetic,3010,107,junit4,0.3261,0,0,0
ctl_1405,synthetic,548,27,junit4,0.3683,0,0,0
ctl_1406,synthetic,2468,165,junit5,0.237,0,0,0
ctl_1407,synthetic,2313,61,junit4,0.2096,0,0,0
ctl_1408,synthetic,1167,93,junit5,0.6364,0,0,0
ctl_1409,synthetic,7358,227,junit5,0.1355,0,0,0
ctl_1410,synthetic,1566,59,junit4,0.4221,0,0,0
ctl_1411,synthetic,696,33,junit4,0.234,0,0,0
ctl_1412,synthetic,739,26,junit5,0.4559,0,0,0
ctl_1413,synthetic,561,23,junit4,0.485,0,0,0
ctl_1414,synthetic,1588,68,junit5,0.2678,0,0,0
ctl_1415,synthetic,139,9,junit4,0.8689,0,1,1
ctl_1416,synthetic,979,70,junit5,0.4479,0,0,0
ctl_1417,synthetic,647,29,junit5,0.801,0,0,1
ctl_1418,synthetic,374,21,junit5,0.5695,0,0,0
ctl_1419,synthetic,417,23,junit5,0.8406,0,1,1
ctl_1420,synthetic,2869,118,junit5,0.4497,0,0,0
ctl_1421,synthetic,704,28,junit4,0.4213,0,0,0
ctl_1422,synthetic,254,16,junit4,0.5355,0,0,0
ctl_1423,synthetic,1032,65,junit5,0.2928,0,0,0
ctl_1424,synthetic,708,29,junit4,0.801,0,0,1
ctl_1425,synthetic,172,6,junit4,0.801,0,0,1
ctl_1426,synthetic,915,47,junit5,0.6151,0,0,0
ctl_1427,synthetic,629,21,junit5,0.6708,0,0,0
ctl_1428,synthetic,4708,174,junit4,0.2864,0,0,0
ctl_1429,synthetic,5915,255,junit5,0.1617,0,0,0
ctl_1430,synthetic,1463,74,junit5,0.3276,0,0,0
ctl_1431,synthetic,1470,80,other,0.5654,0,0,0
ctl_1432,synthetic,920,53,junit4,0.3862,0,0,0
ctl_1433,synthetic,2161,99,junit5,0.2059,0,0,0
ctl_1434,synthetic,1350,50,junit4,0.3709,0,0,0
ctl_1435,synthetic,201,13,junit4,0.5523,0,0,0
ctl_1436,synthetic,3273,76,other,0.3521,0,0,0
ctl_1437,synthetic,1761,70,junit5,0.2623,0,0,0
ctl_1438,synthetic,1256,68,junit5,0.855,0,1,1
ctl_1439,synthetic,775,24,junit4,0.6172,0,0,0
ctl_1440,synthetic,2072,57,junit4,0.1726,0,0,0
ctl_1441,synthetic,1302,78,other,0.6181,0,0,0
ctl_1442,synthetic,431,21,junit5,0.801,0,0,1
ctl_1443,synthetic,1106,47,junit4,0.2423,0,0,0
ctl_1444,synthetic,323,24,junit5,0.5499,0,0,0
ctl_1445,synthetic,391,22,junit5,0.5724,0,0,0
ctl_1446,synthetic,1525,49,junit5,0.5198,0,0,0
ctl_1447,synthetic,674,33,junit4,0.675,0,0,0
ctl_1448,synthetic,2870,201,junit4,0.1446,0,0,0
ctl_1449,synthetic,645,23,junit4,0.4541,0,0,0
ctl_1450,synthetic,872,54,junit4,0.4141,0,0,0
ctl_1451,synthetic,603,40,junit5,0.5075,0,0,0
ctl_1452,synthetic,497,30,junit5,0.4095,0,0,0
ctl_1453,synthetic,671,28,junit4,0.3719,0,0,0
ctl_1454,synthetic,2984,102,junit4,0.4756,0,0,0
ctl_1455,synthetic,872,27,junit5,0.2713,0,0,0
ctl_1456,synthetic,507,27,junit5,0.4644,0,0,0
ctl_1457,synthetic,6339,506,junit4,0.2658,0,0,0
ctl_1458,synthetic,1036,42,junit4,0.5995,0,0,0
ctl_1459,synthetic,632,43,junit4,0.6362,0,0,0
ctl_1460,synthetic,545,27,junit4,0.3555,0,0,0
ctl_1461,synthetic,2319,137,junit4,0.4436,0,0,0
ctl_1462,synthetic,2095,116,junit5,0.3655,0,0,0
ctl_1463,synthetic,416,29,junit5,0.579,0,0,0
ctl_1464,synthetic,656,39,junit5,0.4472,0,0,0
ctl_1465,synthetic,270,9,other,0.6459,0,0,0
ctl_1466,synthetic,770,39,junit4,0.4564,0,0,0
ctl_1467,synthetic,5029,174,junit5,0.2796,0,0,0
ctl_1468,synthetic,708,59,junit4,0.4672,0,0,0
ctl_1469,synthetic,364,19,junit4,0.5243,0,0,0
ctl_1470,synthetic,6525,248,junit4,0.0813,0,0,0
ctl_1471,synthetic,1454,54,junit5,0.4699,0,0,0
ctl_1472,synthetic,2086,92,junit5,0.2489,0,0,0
ctl_1473,synthetic,202,8,junit5,0.801,0,0,1
ctl_1474,synthetic,968,58,junit4,0.3058,0,0,0
ctl_1475,synthetic,2659,123,junit4,0.4267,0,0,0
ctl_1476,synthetic,1495,121,junit4,0.2614,0,0,0
ctl_1477,synthetic,392,13,junit4,0.801,0,0,1
ctl_1478,synthetic,2149,41,junit5,0.097,0,0,0
ctl_1479,synthetic,407,26,junit5,0.4992,0,0,0
ctl_1480,synthetic,243,15,junit4,0.801,0,0,1
ctl_1481,synthetic,838,19,junit5,0.4489,0,0,0
ctl_1482,synthetic,1282,43,junit4,0.4854,0,0,0
ctl_1483,synthetic,1306,104,junit5,0.3448,0,0,0
ctl_1484,synthetic,994,40,junit4,0.801,0,0,1
ctl_1485,synthetic,1207,49,junit5,0.5164,0,0,0
ctl_1486,synthetic,407,18,junit4,0.5901,0,0,0
ctl_1487,synthetic,1259,53,other,0.4656,0,0,0
ctl_1488,synthetic,3927,184,junit4,0.3301,0,0,0
ctl_1489,synthetic,210,18,junit4,0.5438,0,0,0
ctl_1490,synthetic,905,27,junit5,0.5583,0,0,0
ctl_1491,synthetic,1704,62,junit4,0.4314,0,0,0
ctl_1492,synthetic,1624,66,junit5,0.4431,0,0,0
ctl_1493,synthetic,272,13,junit5,0.4499,0,0,0
ctl_1494,synthetic,3657,160,junit4,0.2428,0,0,0
ctl_1495,synthetic,932,27,junit4,0.5431,0,0,0
ctl_1496,synthetic,2475,111,junit4,0.5014,0,0,0
ctl_1497,synthetic,1109,64,junit4,0.5548,0,0,0
ctl_1498,synthetic,1880,77,junit5,0.4618,0,0,0
ctl_1499,synthetic,2057,84,junit4,0.1938,0,0,0
