# Ablation study, per class (paper Sec. 4.7, tab:ablation_results).
# 2,000 stratified classes x 5 configurations, paired: every configuration produced a
# result for every class. The No-Classifier arm is identical to Full Crew on every
# class that compiled on the first attempt, since the Classifier runs only from the
# second correction attempt onward and cannot affect a class that never reached it.
class_id,repo_id,class_name,package,configuration,CR_initial,CR_after_fix,fix_iterations,line_coverage,branch_coverage,method_coverage,mutation_score,num_tests,AR,EH,MG,EA,LT,UT,RO,MNT
854,13853,Class0853,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,21,0.71,0,0,3,0.99,0,0,9
855,13854,Class0854,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,96.76,96.45,100.00,100.00,8,0.34,0,0,0,0.87,0,0,10
856,13855,Class0855,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,93.02,91.25,98.11,87.22,8,0.33,0,0,1,1.80,0,0,5
857,13856,Class0856,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,92.48,99.86,93.77,98.42,13,0.29,0,0,2,1.62,0,0,7
858,13857,Class0857,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,94.15,92.93,99.50,87.49,18,0.45,1,1,1,1.07,0,0,6
859,13858,Class0858,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,98.88,100.00,100.00,24,0.00,1,0,1,0.63,0,0,8
860,13859,Class0859,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,86.63,78.97,95.75,94.25,10,0.23,0,0,1,1.40,1,0,8
861,13860,Class0860,org.adbcj.mysql.codec,No-Classifier (w/o progress),0.0,0.0,5,,,,,16,,,,,,,,
862,13861,Class0861,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,14,0.00,0,0,1,0.49,0,0,11
863,13862,Class0862,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,82.04,76.05,88.22,60.74,12,0.68,0,0,2,0.91,0,0,8
864,13863,Class0863,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,82.20,73.67,85.70,73.40,23,0.90,0,0,0,2.96,0,0,5
865,13864,Class0864,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,100.00,98.72,100.00,100.00,13,0.42,0,0,3,0.91,0,0,14
866,13865,Class0865,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,85.33,79.20,92.85,77.99,26,0.45,0,0,2,0.97,0,0,9
867,13866,Class0866,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,93.98,100.00,100.00,83.81,1,0.22,0,0,0,1.01,0,0,6
868,13867,Class0867,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,96.85,85.63,97.35,77.97,7,0.73,0,0,3,0.74,0,0,8
869,13868,Class0868,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,88.01,85.84,100.00,88.36,15,0.26,0,0,0,1.33,0,0,11
870,13869,Class0869,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,94.57,94.34,100.00,89.76,7,0.07,1,0,0,1.37,0,0,8
871,13870,Class0870,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,90.06,97.21,95.59,92.32,7,0.70,0,0,0,1.28,0,0,7
872,13871,Class0871,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,89.76,86.03,94.10,88.14,10,0.37,1,0,1,1.97,1,0,7
873,13872,Class0872,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,20,0.41,0,0,3,1.14,0,0,8
874,13873,Class0873,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,95.65,82.42,97.92,79.07,6,0.51,0,0,0,1.62,0,0,7
875,13874,Class0874,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,89.67,89.58,96.35,78.76,15,0.58,0,0,1,1.28,0,1,9
876,13875,Class0875,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,93.64,85.79,92.29,97.90,9,0.56,0,0,2,0.40,0,0,6
877,13876,Class0876,com.example.service,No-Classifier (w/o progress),0.0,0.0,5,,,,,21,,,,,,,,
878,13877,Class0877,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,98.51,27,0.30,0,0,0,0.73,0,0,7
879,13878,Class0878,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,86.68,75.92,98.70,81.08,13,0.41,0,0,1,1.70,1,0,8
880,13879,Class0879,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,100.00,98.24,100.00,100.00,24,0.74,0,1,1,0.92,0,0,8
881,13880,Class0880,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,92.38,86.96,100.00,86.11,11,0.54,1,0,0,2.41,0,0,6
882,13881,Class0881,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,80.49,77.52,89.95,62.72,1,0.85,0,0,0,1.91,0,0,9
883,13882,Class0882,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,100.00,95.08,100.00,100.00,20,0.65,0,0,0,1.48,0,0,9
884,13883,Class0883,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,98.20,21,0.36,0,0,1,1.30,0,1,9
885,13884,Class0884,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,91.86,93.72,91.92,92.15,11,0.05,0,0,0,0.43,0,0,12
886,13885,Class0885,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,100.00,90.07,100.00,83.66,14,0.10,0,0,0,1.47,0,0,10
887,13886,Class0886,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,88.66,86.67,89.53,89.74,7,0.57,0,0,2,1.27,0,0,6
888,13887,Class0887,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,100.00,95.71,100.00,100.00,12,0.32,0,0,2,0.56,1,0,13
889,13888,Class0888,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,82.56,74.38,92.58,84.28,23,0.29,1,0,1,1.61,0,0,10
890,13889,Class0889,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,94.98,85.01,100.00,100.00,8,0.58,0,1,2,1.46,0,0,7
891,13890,Class0890,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,90.96,87.70,98.47,83.95,9,0.41,0,0,0,1.18,0,0,6
892,13891,Class0891,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,22,0.00,0,1,1,1.42,0,0,5
893,13892,Class0892,org.apache.util,No-Classifier (w/o progress),0.0,100.0,2,66.70,50.53,88.60,55.93,21,1.04,0,0,1,2.01,0,0,12
894,13893,Class0893,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,97.80,98.05,100.00,88.37,22,0.17,0,0,0,1.33,0,0,5
895,13894,Class0894,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,100.00,94.19,100.00,91.80,8,0.27,0,0,2,1.56,0,1,10
896,13895,Class0895,org.adbcj.mysql.codec,No-Classifier (w/o progress),0.0,100.0,5,68.63,59.08,86.18,69.60,14,0.90,0,0,0,2.82,0,0,9
897,13896,Class0896,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,9,0.43,0,0,2,0.94,0,0,11
898,13897,Class0897,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,78.15,61.07,86.59,74.78,25,0.74,0,0,3,2.09,1,1,5
899,13898,Class0898,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,23,0.36,0,0,1,2.08,0,0,7
900,13899,Class0899,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,88.15,90.58,98.26,84.43,26,0.52,1,0,3,0.88,0,0,10
901,13000,Class0900,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,88.60,77.23,90.83,73.94,17,0.38,1,0,1,2.16,0,0,8
902,13001,Class0901,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,87.13,76.49,89.38,79.54,1,0.56,0,0,0,1.98,0,0,7
903,13002,Class0902,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,26,0.21,0,0,0,0.67,0,0,13
904,13003,Class0903,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,95.15,94.76,100.00,93.43,17,0.25,0,0,0,1.11,0,0,7
905,13004,Class0904,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,87.05,86.33,91.01,88.73,9,0.53,2,0,1,1.84,0,1,6
906,13005,Class0905,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,94.86,90.81,98.75,100.00,6,0.19,0,0,1,1.12,0,0,5
907,13006,Class0906,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,84.13,85.36,89.19,85.89,11,0.90,0,0,1,2.19,0,0,9
908,13007,Class0907,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,18,0.31,0,0,3,0.33,0,0,7
909,13008,Class0908,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,97.67,99.68,100.00,21,0.39,0,0,2,0.32,0,0,6
910,13009,Class0909,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,99.55,17,0.59,0,0,2,0.50,1,0,5
911,13010,Class0910,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,79.79,74.63,84.23,73.21,21,1.07,0,0,0,2.05,0,0,7
912,13011,Class0911,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,13,0.40,1,0,4,1.52,0,0,13
913,13012,Class0912,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,98.65,95.72,100.00,100.00,14,0.37,0,0,0,0.53,0,0,11
914,13013,Class0913,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,91.40,100.00,85.83,19,0.02,1,0,1,0.57,0,0,5
915,13014,Class0914,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,86.88,90.96,98.79,86.86,22,0.49,0,0,1,1.56,0,0,6
916,13015,Class0915,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,80.17,75.05,88.50,70.05,11,0.71,0,0,2,2.70,0,0,5
917,13016,Class0916,com.example.service,No-Classifier (w/o progress),0.0,0.0,5,,,,,17,,,,,,,,
918,13017,Class0917,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,93.42,83.84,97.48,91.40,15,0.56,0,0,1,0.90,0,0,9
919,13018,Class0918,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,96.80,100.00,88.47,12,0.32,1,0,1,1.40,0,0,9
920,13019,Class0919,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,99.47,86.76,96.89,100.00,13,0.46,0,0,0,2.41,0,1,5
921,13020,Class0920,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,97.84,100.00,100.00,93.58,21,0.66,0,0,2,1.33,0,0,13
922,13021,Class0921,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,26,0.44,0,0,0,1.61,0,0,7
923,13022,Class0922,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,97.55,22,0.32,0,0,0,1.29,0,0,6
924,13023,Class0923,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,92.31,99.79,89.67,16,0.53,0,0,0,0.77,0,0,5
925,13024,Class0924,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,95.64,86.02,97.77,100.00,23,0.46,0,1,2,1.15,0,0,10
926,13025,Class0925,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,99.30,95.20,100.00,81.25,16,0.34,0,0,2,1.85,0,0,6
927,13026,Class0926,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,94.39,96.15,100.00,87.62,21,0.11,0,0,0,0.74,1,0,7
928,13027,Class0927,org.apache.util,No-Classifier (w/o progress),0.0,100.0,3,64.10,52.14,86.16,65.50,15,0.32,1,0,1,2.64,0,0,6
929,13028,Class0928,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,93.59,100.00,80.64,12,0.28,0,0,3,1.17,0,0,7
930,13029,Class0929,com.data.repo,No-Classifier (w/o progress),0.0,0.0,5,,,,,8,,,,,,,,
931,13030,Class0930,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,11,0.31,0,0,1,0.69,0,0,8
932,13031,Class0931,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,6,0.52,0,0,2,0.96,0,0,10
933,13032,Class0932,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,91.65,82.72,97.56,93.26,18,0.18,0,0,3,1.82,0,0,5
934,13033,Class0933,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,20,0.53,0,0,2,0.59,0,1,5
935,13034,Class0934,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,82.63,75.17,86.40,86.45,15,0.59,0,1,3,0.84,0,0,11
936,13035,Class0935,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,100.00,98.69,100.00,91.61,17,0.91,0,0,0,1.08,0,0,7
937,13036,Class0936,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,100.00,99.74,99.78,100.00,27,0.44,1,0,1,1.81,0,0,7
938,13037,Class0937,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,93.50,85.71,100.00,91.07,19,0.73,1,0,0,0.30,0,1,8
939,13038,Class0938,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,17,0.07,1,0,2,0.92,0,0,6
940,13039,Class0939,com.data.repo,No-Classifier (w/o progress),0.0,100.0,3,65.05,58.30,81.48,54.29,13,0.80,2,0,2,1.91,0,0,8
941,13040,Class0940,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,94.27,91.69,100.00,100.00,15,0.68,0,0,0,1.01,0,0,9
942,13041,Class0941,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,90.22,87.29,96.52,99.84,11,0.37,0,0,0,2.08,0,0,6
943,13042,Class0942,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,100.00,98.81,100.00,100.00,17,0.56,0,0,1,1.32,0,0,8
944,13043,Class0943,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,91.66,92.39,96.98,92.94,12,0.45,0,0,1,1.57,1,0,6
945,13044,Class0944,com.data.repo,No-Classifier (w/o progress),0.0,0.0,5,,,,,10,,,,,,,,
946,13045,Class0945,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,100.00,99.62,100.00,83.87,25,0.53,0,0,0,1.43,0,0,7
947,13046,Class0946,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,100.00,98.55,100.00,100.00,23,0.42,0,0,2,1.74,0,0,8
948,13047,Class0947,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,96.01,90.91,98.68,91.39,8,0.27,0,0,0,0.60,0,0,8
949,13048,Class0948,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,97.51,95.36,98.74,90.48,22,0.48,1,0,0,2.30,0,0,7
950,13049,Class0949,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,14,0.26,0,0,0,1.23,1,0,6
951,13050,Class0950,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,100.00,90.93,100.00,100.00,7,0.87,0,0,1,0.95,0,0,5
952,13051,Class0951,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,93.20,90.04,97.34,95.33,15,0.56,0,0,0,1.93,0,0,10
953,13052,Class0952,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,93.40,92.15,98.87,100.00,12,0.15,1,0,2,1.51,0,0,8
954,13053,Class0953,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,94.86,100.00,98.47,23,0.00,0,0,2,1.47,0,0,13
955,13054,Class0954,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,80.24,75.71,86.39,80.19,23,0.48,1,0,2,1.84,0,0,8
956,13055,Class0955,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,90.29,91.47,100.00,94.77,8,0.39,0,0,1,1.15,0,0,8
957,13056,Class0956,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,92.10,88.65,100.00,81.56,9,0.35,1,0,1,1.82,0,0,7
958,13057,Class0957,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,100.00,93.71,100.00,84.39,13,0.80,0,0,3,0.48,0,0,7
959,13058,Class0958,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,90.08,89.78,91.72,98.48,10,0.69,0,0,1,1.22,0,0,9
960,13059,Class0959,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,96.40,90.80,100.00,99.18,1,0.30,0,0,0,1.80,0,0,9
961,13060,Class0960,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,100.00,96.70,96.00,99.65,15,0.49,1,0,3,0.70,0,0,7
962,13061,Class0961,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,19,0.10,0,0,3,0.96,0,0,9
963,13062,Class0962,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,87.87,86.10,97.40,94.69,17,0.57,0,0,1,1.35,1,0,8
964,13063,Class0963,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,91.70,100.00,98.68,19,0.42,0,0,0,1.09,1,0,9
965,13064,Class0964,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,12,0.05,0,0,0,1.30,0,0,15
966,13065,Class0965,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,99.48,97.21,100.00,90.18,23,0.76,0,0,1,0.90,1,0,8
967,13066,Class0966,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,94.89,93.35,100.00,98.52,23,0.78,0,0,1,0.90,0,1,6
968,13067,Class0967,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,78.91,73.63,80.93,74.45,26,0.93,0,1,1,1.63,1,0,6
969,13068,Class0968,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,86.57,81.03,89.17,85.23,17,0.91,0,0,1,1.78,0,0,8
970,13069,Class0969,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,96.63,97.35,94.49,96.05,18,0.36,1,0,2,1.58,0,0,7
971,13070,Class0970,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,95.47,90.21,98.10,100.00,16,0.84,0,0,0,2.34,0,0,8
972,13071,Class0971,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,94.63,99.71,100.00,88.74,18,0.58,0,0,0,1.33,0,0,7
973,13072,Class0972,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,83.09,82.50,90.33,83.03,19,0.66,0,0,1,2.08,0,0,8
974,13073,Class0973,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,99.56,96.52,96.87,100.00,19,0.38,1,0,2,1.99,0,0,7
975,13074,Class0974,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,91.81,83.09,85.28,83.64,13,0.54,0,0,0,1.83,0,0,8
976,13075,Class0975,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,82.90,75.12,86.06,96.61,22,0.19,0,0,2,1.92,0,0,9
977,13076,Class0976,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,99.86,90.62,97.49,100.00,12,0.66,1,0,3,1.14,0,0,8
978,13077,Class0977,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,91.13,70.48,89.90,72.84,9,0.90,1,0,1,1.42,0,0,5
979,13078,Class0978,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,94.56,96.49,98.70,82.50,20,0.66,0,0,0,1.29,1,0,9
980,13079,Class0979,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,84.16,73.80,92.73,85.00,12,0.82,0,0,1,1.91,1,0,10
981,13080,Class0980,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,99.25,7,0.31,0,0,1,0.55,0,0,7
982,13081,Class0981,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,24,0.15,0,1,0,0.99,1,0,6
983,13082,Class0982,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,100.00,99.61,100.00,96.56,19,0.31,0,1,0,0.85,0,0,7
984,13083,Class0983,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,16,0.13,1,0,1,0.73,0,0,8
985,13084,Class0984,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,97.41,93.66,98.78,100.00,1,0.70,0,0,0,1.16,0,0,11
986,13085,Class0985,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,92.76,24,0.74,2,0,1,0.57,0,0,6
987,13086,Class0986,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,10,0.41,1,0,2,1.44,0,0,8
988,13087,Class0987,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,89.51,94.55,95.32,76.12,13,0.59,0,0,1,1.95,0,0,6
989,13088,Class0988,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,90.68,88.76,89.54,96.04,14,0.39,0,0,1,1.11,0,0,13
990,13089,Class0989,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,14,0.26,0,0,0,0.84,0,0,8
991,13090,Class0990,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,82.55,76.89,94.43,83.76,21,0.37,1,0,0,2.39,0,0,7
992,13091,Class0991,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,24,0.00,0,0,2,0.11,0,0,9
993,13092,Class0992,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,92.99,85.60,93.00,84.13,1,0.73,0,0,0,2.18,0,0,7
994,13093,Class0993,io.core.net,No-Classifier (w/o progress),0.0,0.0,5,,,,,10,,,,,,,,
995,13094,Class0994,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,21,0.03,1,0,0,1.09,0,0,9
996,13095,Class0995,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,92.68,14,0.12,0,0,0,0.83,0,0,10
997,13096,Class0996,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,90.59,85.34,91.88,95.20,22,0.76,0,0,2,1.04,1,0,7
998,13097,Class0997,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,93.38,87.43,100.00,90.11,17,0.53,0,0,0,0.91,0,0,6
999,13098,Class0998,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,13,0.13,0,0,1,0.00,0,0,9
1000,13099,Class0999,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,100.00,99.19,100.00,99.84,18,0.38,0,0,0,0.65,0,0,10
1001,13100,Class1000,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,77.95,81.89,91.44,93.31,15,0.66,0,0,1,1.83,0,0,15
1002,13101,Class1001,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,98.29,92.93,100.00,85.88,25,0.40,0,0,0,0.65,0,0,8
1003,13102,Class1002,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,21,0.37,0,0,1,1.22,0,0,8
1004,13103,Class1003,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,87.99,100.00,100.00,15,0.66,0,0,1,0.00,0,0,7
1005,13104,Class1004,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,19,0.00,0,0,0,1.11,1,0,9
1006,13105,Class1005,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,18,0.27,0,0,1,0.41,0,0,8
1007,13106,Class1006,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,78.27,80.47,91.82,88.62,6,0.00,1,0,0,2.36,0,0,7
1008,13107,Class1007,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,87.45,72.27,98.09,78.79,23,0.78,0,1,3,0.51,2,0,6
1009,13108,Class1008,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,96.68,96.63,100.00,100.00,21,0.28,1,0,4,2.04,0,0,7
1010,13109,Class1009,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,21,0.38,2,0,0,0.67,0,0,8
1011,13110,Class1010,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,28,0.36,0,0,0,0.88,0,0,6
1012,13111,Class1011,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,76.12,70.42,85.02,84.35,20,0.64,1,0,1,2.87,0,0,5
1013,13112,Class1012,org.apache.util,No-Classifier (w/o progress),0.0,100.0,4,63.39,55.64,86.76,67.44,20,0.39,0,0,1,2.61,0,0,9
1014,13113,Class1013,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,84.24,81.42,90.72,74.06,19,0.81,1,0,0,1.55,2,0,9
1015,13114,Class1014,com.data.repo,No-Classifier (w/o progress),0.0,0.0,5,,,,,19,,,,,,,,
1016,13115,Class1015,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,18,0.14,0,0,0,1.30,0,0,10
1017,13116,Class1016,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,22,0.31,0,0,1,0.93,0,0,12
1018,13117,Class1017,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,81.45,84.49,89.91,86.20,7,0.43,0,0,0,2.39,0,0,9
1019,13118,Class1018,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,7,0.03,1,0,1,0.44,1,0,8
1020,13119,Class1019,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,91.99,8,0.08,1,0,1,1.05,0,0,10
1021,13120,Class1020,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,17,0.00,0,0,0,0.00,0,0,5
1022,13121,Class1021,com.example.service,No-Classifier (w/o progress),100.0,100.0,0,100.00,92.30,100.00,100.00,19,0.66,0,0,1,0.74,1,1,11
1023,13122,Class1022,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,100.00,100.00,8,0.25,0,0,0,0.67,1,0,9
1024,13123,Class1023,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,97.89,95.87,100.00,98.70,6,0.01,0,1,0,0.93,0,0,7
1025,13124,Class1024,com.data.repo,No-Classifier (w/o progress),100.0,100.0,0,75.52,70.88,86.28,76.31,11,0.72,0,0,0,1.96,0,0,9
1026,13125,Class1025,org.adbcj.mysql.codec,No-Classifier (w/o progress),100.0,100.0,0,96.67,93.55,100.00,100.00,13,0.49,1,0,1,1.30,0,0,12
1027,13126,Class1026,com.example.service,No-Classifier (w/o progress),0.0,100.0,3,65.54,60.22,87.56,69.93,12,1.18,0,0,2,1.86,0,0,5
1028,13127,Class1027,org.apache.util,No-Classifier (w/o progress),100.0,100.0,0,100.00,100.00,96.35,96.08,11,0.32,0,0,1,1.48,2,0,7
1029,13128,Class1028,io.core.net,No-Classifier (w/o progress),100.0,100.0,0,98.84,92.70,100.00,100.00,19,0.47,0,0,0,1.24,1,0,7
