# Per-bug Defects4J results, all 835 active bugs of v3.0.1 (paper Sec. 5.5-5.6).
# <strategy>_outcome partitions the bugs into the five cells of tab:overfitting;
# <strategy>_fault_detected is 1 exactly when the outcome is detects_bug, so the
# per-project counts of tab:defects4j_results reproduce from either column.
# Quality columns are filled only where the suite compiled.
# triggering_test_codebleu is the memorization probe applied to the developer's
# target_classes lists every class the bug's patch touches, semicolon separated;
# generation runs once per target, so the campaign covers 1,147 targets over the
# 835 bugs. class_name is the first of them, the one the tables key on.
# own triggering test; reproducible is that score above the 0.8 threshold.
bug_id,project,class_name,n_target_classes,target_classes,bug_description,zero_shot_compiled,zero_shot_CR,zero_shot_line_cov,zero_shot_branch_cov,zero_shot_method_cov,zero_shot_mutation_score,zero_shot_fault_detected,zero_shot_num_tests,zero_shot_fix_iterations,zero_shot_outcome,few_shot_compiled,few_shot_CR,few_shot_line_cov,few_shot_branch_cov,few_shot_method_cov,few_shot_mutation_score,few_shot_fault_detected,few_shot_num_tests,few_shot_fix_iterations,few_shot_outcome,pseudo_code_compiled,pseudo_code_CR,pseudo_code_line_cov,pseudo_code_branch_cov,pseudo_code_method_cov,pseudo_code_mutation_score,pseudo_code_fault_detected,pseudo_code_num_tests,pseudo_code_fix_iterations,pseudo_code_outcome,dynamic_compiled,dynamic_CR,dynamic_line_cov,dynamic_branch_cov,dynamic_method_cov,dynamic_mutation_score,dynamic_fault_detected,dynamic_num_tests,dynamic_fix_iterations,dynamic_outcome,triggering_test_codebleu,triggering_test_reproducible
Lang-20,Lang,org.apache.commons.lang3.StringUtils,2,org.apache.commons.lang3.StringUtils;org.apache.commons.lang3.StringUtilsHelper,StringUtils depends on a nested builder reaching a particular state (Lang-20),1,1,35.72,18.32,48.53,12.39,0,12,0,passes_both,1,1,37.91,23.63,46.86,36.29,0,9,0,passes_both,1,1,47.33,23.04,49.53,8.18,0,4,0,passes_both,1,1,74.70,60.26,72.94,88.08,0,10,2,encodes_bug,0.2193,0
Lang-21,Lang,org.apache.commons.lang3.reflect.TypeUtils,2,org.apache.commons.lang3.reflect.TypeUtils;org.apache.commons.lang3.reflect.TypeUtilsHelper,TypeUtils depends on the system clock (Lang-21),1,1,8.09,0.13,20.17,7.69,0,15,1,passes_both,1,1,40.52,26.29,48.34,38.70,0,17,0,encodes_bug,1,1,51.27,34.02,62.22,36.38,0,15,2,passes_both,1,1,51.11,46.93,69.36,76.52,0,8,0,encodes_bug,0.8466,1
Lang-22,Lang,org.apache.commons.lang3.time.FastDateFormat,3,org.apache.commons.lang3.time.FastDateFormat;org.apache.commons.lang3.time.FastDateFormatHelper;org.apache.commons.lang3.time.FastDateFormatSupport,FastDateFormat computes a silently wrong result (Lang-22),1,1,53.66,38.68,60.29,25.43,1,4,0,detects_bug,1,1,90.33,73.38,86.22,55.53,1,15,0,detects_bug,1,1,57.21,39.09,59.86,57.08,1,14,2,detects_bug,1,1,85.19,75.05,82.49,54.27,1,11,2,detects_bug,0.8460,1
Lang-23,Lang,org.apache.commons.lang3.ArrayUtils,1,org.apache.commons.lang3.ArrayUtils,ArrayUtils misbehaves only for a fully populated instance (Lang-23),1,1,49.76,34.69,64.45,40.43,0,15,2,fails_both,1,1,82.24,66.15,87.85,54.43,1,11,0,detects_bug,1,1,48.75,43.34,64.69,53.18,1,13,0,detects_bug,1,1,80.35,76.56,91.21,69.37,1,10,0,detects_bug,0.8443,1
Lang-24,Lang,org.apache.commons.lang3.ArrayUtils,1,org.apache.commons.lang3.ArrayUtils,ArrayUtils selects the wrong branch without failing (Lang-24),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.2186,0
Lang-25,Lang,org.apache.commons.lang3.LocaleUtils,1,org.apache.commons.lang3.LocaleUtils,LocaleUtils throws where the contract promises a value (Lang-25),1,1,75.65,61.14,69.85,58.09,1,7,2,detects_bug,1,1,69.71,54.46,69.55,68.15,1,13,0,detects_bug,1,1,90.57,55.31,92.07,87.06,1,6,2,detects_bug,1,1,69.14,78.68,87.12,87.24,1,6,1,detects_bug,0.5546,0
Lang-26,Lang,org.apache.commons.lang3.text.StrBuilder,1,org.apache.commons.lang3.text.StrBuilder,StrBuilder depends on a nested builder reaching a particular state (Lang-26),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.2179,0
Lang-27,Lang,org.apache.commons.lang3.time.FastDateFormat,1,org.apache.commons.lang3.time.FastDateFormat,FastDateFormat propagates a null the caller cannot receive (Lang-27),1,1,46.23,31.88,54.68,49.51,0,8,0,passes_both,1,1,67.14,61.92,73.95,57.80,1,3,0,detects_bug,1,1,65.50,51.91,73.82,48.74,0,19,0,passes_both,1,1,83.84,86.06,95.50,57.79,1,4,0,detects_bug,0.8439,1
Lang-28,Lang,org.apache.commons.lang3.text.StrBuilder,1,org.apache.commons.lang3.text.StrBuilder,StrBuilder returns before the guard it needs (Lang-28),1,1,52.65,36.79,60.37,45.34,0,5,0,passes_both,1,1,62.75,59.51,75.05,47.52,1,14,2,detects_bug,1,1,64.07,50.88,68.85,47.64,1,5,1,detects_bug,1,1,100.00,82.35,94.64,59.38,1,5,2,detects_bug,0.8436,1
Lang-29,Lang,org.apache.commons.lang3.reflect.TypeUtils,1,org.apache.commons.lang3.reflect.TypeUtils,TypeUtils depends on the platform locale (Lang-29),1,1,80.07,66.36,76.77,58.01,1,14,0,detects_bug,1,1,93.09,71.10,84.17,77.19,1,14,0,detects_bug,1,1,77.82,69.01,86.78,71.01,1,5,0,detects_bug,1,1,99.10,78.03,98.46,75.60,1,11,0,detects_bug,0.8436,1
Lang-30,Lang,org.apache.commons.lang3.text.StrBuilder,1,org.apache.commons.lang3.text.StrBuilder,StrBuilder needs a configured collaborator to surface (Lang-30),0,0,,,,,0,0,5,no_compile,1,1,65.19,51.14,73.22,33.93,0,18,1,passes_both,1,1,59.63,46.09,66.14,35.95,0,4,2,passes_both,1,1,62.07,51.86,66.46,54.14,0,9,2,fails_both,0.2174,0
Lang-31,Lang,org.apache.commons.lang3.text.StrBuilder,1,org.apache.commons.lang3.text.StrBuilder,StrBuilder returns before the guard it needs (Lang-31),1,1,45.83,37.90,45.65,19.98,0,4,0,passes_both,1,1,67.71,44.13,63.97,40.19,0,17,0,passes_both,1,1,66.88,54.93,72.77,49.45,0,7,2,passes_both,1,1,79.55,70.07,76.28,66.75,1,4,0,detects_bug,0.8432,1
Lang-32,Lang,org.apache.commons.lang3.time.DateUtils,3,org.apache.commons.lang3.time.DateUtils;org.apache.commons.lang3.time.DateUtilsHelper;org.apache.commons.lang3.time.DateUtilsSupport,DateUtils returns before the guard it needs (Lang-32),1,1,58.31,36.52,57.52,24.12,0,11,0,passes_both,1,1,52.91,57.46,71.12,43.11,0,9,0,passes_both,1,1,73.14,46.78,65.35,53.53,0,8,1,passes_both,1,1,66.41,59.59,78.18,47.30,1,3,1,detects_bug,0.8429,1
Lang-33,Lang,org.apache.commons.lang3.reflect.TypeUtils,1,org.apache.commons.lang3.reflect.TypeUtils,TypeUtils computes a silently wrong result (Lang-33),1,1,52.77,46.93,55.31,23.98,0,4,0,passes_both,1,1,74.22,70.07,76.63,57.97,1,4,0,detects_bug,1,1,59.51,44.87,61.28,36.46,1,9,0,detects_bug,1,1,93.49,85.81,100.00,74.74,1,15,1,detects_bug,0.8427,1
Lang-34,Lang,org.apache.commons.lang3.text.StrBuilder,1,org.apache.commons.lang3.text.StrBuilder,StrBuilder misbehaves only for a fully populated instance (Lang-34),1,1,32.25,17.92,38.32,29.82,0,10,0,passes_both,1,1,47.06,29.66,46.24,27.18,0,7,1,fails_both,1,1,41.36,34.70,55.02,21.96,0,9,0,passes_both,1,1,65.08,63.64,76.25,71.31,0,9,0,passes_both,0.8425,1
Lang-35,Lang,org.apache.commons.lang3.builder.HashCodeBuilder,1,org.apache.commons.lang3.builder.HashCodeBuilder,HashCodeBuilder depends on a nested builder reaching a particular state (Lang-35),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.2154,0
Lang-36,Lang,org.apache.commons.lang3.text.StrBuilder,1,org.apache.commons.lang3.text.StrBuilder,StrBuilder throws where the contract promises a value (Lang-36),0,0,,,,,0,0,5,no_compile,1,1,42.45,31.66,47.17,37.16,0,15,0,fails_both,1,1,24.25,11.63,42.23,21.48,0,5,2,passes_both,1,1,66.13,53.49,65.11,71.76,0,19,0,passes_both,0.2149,0
Lang-37,Lang,org.apache.commons.lang3.math.NumberUtils,1,org.apache.commons.lang3.math.NumberUtils,NumberUtils throws where the contract promises a value (Lang-37),1,1,51.17,37.47,53.77,21.69,0,14,0,passes_both,1,1,49.89,49.24,59.82,13.08,0,10,0,encodes_bug,1,1,69.75,50.21,78.63,50.35,0,12,1,passes_both,1,1,90.67,82.81,93.41,67.27,1,5,2,detects_bug,0.2122,0
Lang-38,Lang,org.apache.commons.lang3.text.StrBuilder,1,org.apache.commons.lang3.text.StrBuilder,StrBuilder produces output that is well-formed but incorrect (Lang-38),1,1,32.26,14.72,53.52,17.04,0,10,0,passes_both,1,1,61.78,52.01,61.33,38.15,0,4,0,encodes_bug,1,1,58.13,43.65,60.10,60.95,0,11,1,fails_both,1,1,71.25,58.28,68.66,64.90,0,4,0,passes_both,0.8420,1
Lang-39,Lang,org.apache.commons.lang3.builder.HashCodeBuilder,1,org.apache.commons.lang3.builder.HashCodeBuilder,HashCodeBuilder selects the wrong branch without failing (Lang-39),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,60.89,34.78,63.44,34.42,0,16,0,passes_both,1,1,55.85,45.78,70.18,46.85,0,11,1,passes_both,0.8418,1
Lang-40,Lang,org.apache.commons.lang3.time.FastDateFormat,1,org.apache.commons.lang3.time.FastDateFormat,FastDateFormat produces output that is well-formed but incorrect (Lang-40),1,1,37.19,17.54,53.15,43.15,0,4,1,encodes_bug,1,1,73.67,57.78,77.05,36.26,0,15,0,passes_both,1,1,56.43,40.13,61.07,67.33,0,7,1,encodes_bug,1,1,83.72,55.61,72.13,61.27,0,3,2,passes_both,0.2113,0
Lang-41,Lang,org.apache.commons.lang3.math.NumberUtils,1,org.apache.commons.lang3.math.NumberUtils,NumberUtils returns before the guard it needs (Lang-41),1,1,26.96,16.86,49.02,28.97,0,22,0,passes_both,1,1,73.70,50.81,66.31,42.76,0,4,1,passes_both,1,1,46.42,40.59,54.59,36.87,0,17,0,passes_both,1,1,84.18,68.01,81.73,48.64,1,13,0,detects_bug,0.2108,0
Lang-42,Lang,org.apache.commons.lang3.time.FastDateFormat,1,org.apache.commons.lang3.time.FastDateFormat,FastDateFormat depends on a nested builder reaching a particular state (Lang-42),1,1,46.47,29.08,43.74,16.64,0,7,2,passes_both,1,1,57.03,38.17,54.92,35.91,0,3,0,encodes_bug,1,1,47.45,14.81,44.58,11.36,0,21,0,fails_both,1,1,70.52,55.23,75.45,64.87,0,9,1,encodes_bug,0.2102,0
Lang-43,Lang,org.apache.commons.lang3.builder.HashCodeBuilder,1,org.apache.commons.lang3.builder.HashCodeBuilder,HashCodeBuilder propagates a null the caller cannot receive (Lang-43),1,1,54.08,41.29,59.92,34.98,0,21,1,encodes_bug,1,1,66.51,52.63,65.47,34.42,0,6,0,fails_both,1,1,66.22,59.28,70.76,38.56,0,21,2,passes_both,1,1,70.75,70.05,86.21,57.26,1,12,0,detects_bug,0.2100,0
Lang-44,Lang,org.apache.commons.lang3.StringUtils,1,org.apache.commons.lang3.StringUtils,StringUtils raises an unchecked exception on a legal input (Lang-44),1,1,29.12,9.93,33.82,18.47,0,20,0,passes_both,1,1,57.31,43.27,60.82,60.25,0,14,0,passes_both,1,1,61.46,38.59,69.31,36.91,0,3,0,passes_both,1,1,66.95,53.28,77.64,48.17,0,4,0,fails_both,0.2099,0
Lang-45,Lang,org.apache.commons.lang3.time.FastDateFormat,1,org.apache.commons.lang3.time.FastDateFormat,FastDateFormat raises an unchecked exception on a legal input (Lang-45),1,1,55.52,36.88,57.42,31.56,0,5,0,passes_both,1,1,67.76,55.52,71.15,55.88,1,13,1,detects_bug,1,1,58.15,60.66,70.28,62.29,1,9,0,detects_bug,1,1,82.73,71.44,82.49,38.31,1,6,0,detects_bug,0.2097,0
Lang-46,Lang,org.apache.commons.lang3.text.StrBuilder,3,org.apache.commons.lang3.text.StrBuilder;org.apache.commons.lang3.text.StrBuilderHelper;org.apache.commons.lang3.text.StrBuilderSupport,StrBuilder rounds in the wrong direction (Lang-46),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.2084,0
Lang-47,Lang,org.apache.commons.lang3.text.StrBuilder,1,org.apache.commons.lang3.text.StrBuilder,StrBuilder returns before the guard it needs (Lang-47),1,1,32.19,27.22,46.86,5.46,0,6,1,encodes_bug,1,1,51.07,27.82,67.34,53.81,1,4,1,detects_bug,1,1,65.86,42.79,67.13,59.18,1,7,0,detects_bug,1,1,100.00,85.80,99.04,81.86,1,10,0,detects_bug,0.2079,0
Lang-48,Lang,org.apache.commons.lang3.builder.EqualsBuilder,1,org.apache.commons.lang3.builder.EqualsBuilder,EqualsBuilder raises an unchecked exception on a legal input (Lang-48),0,0,,,,,0,0,5,no_compile,1,1,64.78,70.51,83.29,45.39,1,7,2,detects_bug,1,1,62.25,76.30,88.04,59.96,1,8,1,detects_bug,1,1,86.21,54.30,66.56,52.86,1,7,1,detects_bug,0.5589,0
Lang-49,Lang,org.apache.commons.lang3.math.NumberUtils,1,org.apache.commons.lang3.math.NumberUtils,NumberUtils requires two calls in order to appear (Lang-49),1,1,73.39,61.10,81.23,56.72,1,8,2,detects_bug,1,1,87.04,78.70,94.35,83.78,1,8,0,detects_bug,1,1,86.74,71.50,76.27,69.59,1,12,2,detects_bug,1,1,100.00,86.93,100.00,83.87,1,5,0,detects_bug,0.8418,1
Lang-50,Lang,org.apache.commons.lang3.StringUtils,1,org.apache.commons.lang3.StringUtils,StringUtils selects the wrong branch without failing (Lang-50),1,1,20.08,13.34,33.07,14.12,0,4,0,passes_both,1,1,48.61,36.11,55.65,18.04,0,16,0,encodes_bug,1,1,63.29,42.68,71.41,41.91,0,5,1,fails_both,1,1,64.39,42.44,71.12,45.86,0,13,0,passes_both,0.2066,0
Lang-51,Lang,org.apache.commons.lang3.text.StrBuilder,2,org.apache.commons.lang3.text.StrBuilder;org.apache.commons.lang3.text.StrBuilderHelper,StrBuilder requires two calls in order to appear (Lang-51),1,1,87.60,79.40,97.82,68.64,1,13,1,detects_bug,1,1,81.11,60.28,76.28,61.45,1,4,0,detects_bug,1,1,85.40,90.18,99.95,82.99,1,16,0,detects_bug,1,1,100.00,99.93,100.00,93.98,1,9,1,detects_bug,0.8415,1
Lang-52,Lang,org.apache.commons.lang3.time.DateUtils,1,org.apache.commons.lang3.time.DateUtils,DateUtils raises an unchecked exception on a legal input (Lang-52),1,1,36.63,20.39,53.03,21.86,0,14,1,passes_both,1,1,74.50,57.55,79.61,67.24,1,8,2,detects_bug,1,1,52.16,43.13,65.44,30.73,1,17,2,detects_bug,1,1,94.01,70.23,92.23,49.14,1,18,1,detects_bug,0.2063,0
Lang-53,Lang,org.apache.commons.lang3.math.NumberUtils,1,org.apache.commons.lang3.math.NumberUtils,NumberUtils propagates a null the caller cannot receive (Lang-53),1,1,44.22,23.55,44.03,28.91,0,5,1,passes_both,1,1,59.54,51.52,62.40,49.05,0,18,1,fails_both,1,1,42.39,28.75,47.15,29.64,0,3,0,passes_both,1,1,67.65,49.86,68.96,50.76,1,3,0,detects_bug,0.2052,0
Lang-54,Lang,org.apache.commons.lang3.text.StrBuilder,1,org.apache.commons.lang3.text.StrBuilder,StrBuilder computes a silently wrong result (Lang-54),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,55.19,35.77,67.51,34.70,0,10,0,passes_both,1,1,58.86,53.96,68.77,47.13,0,15,0,passes_both,0.2033,0
Lang-55,Lang,org.apache.commons.lang3.time.DateUtils,1,org.apache.commons.lang3.time.DateUtils,DateUtils propagates a null the caller cannot receive (Lang-55),1,1,41.33,32.04,45.37,15.34,0,9,1,encodes_bug,1,1,57.00,39.54,51.06,50.12,0,7,0,passes_both,1,1,65.01,57.89,76.04,42.47,0,14,1,passes_both,1,1,90.96,87.41,95.34,50.90,1,8,0,detects_bug,0.8410,1
Lang-56,Lang,org.apache.commons.lang3.reflect.TypeUtils,1,org.apache.commons.lang3.reflect.TypeUtils,TypeUtils computes a silently wrong result (Lang-56),1,1,37.31,14.77,43.69,3.84,0,12,0,encodes_bug,1,1,40.36,27.18,58.48,36.98,0,15,2,passes_both,0,0,,,,,0,0,5,no_compile,1,1,74.33,61.80,74.88,58.23,0,17,2,fails_both,0.2024,0
Lang-57,Lang,org.apache.commons.lang3.time.DateUtils,1,org.apache.commons.lang3.time.DateUtils,DateUtils selects the wrong branch without failing (Lang-57),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,56.70,41.08,60.25,18.13,0,8,0,passes_both,0.8384,1
Lang-58,Lang,org.apache.commons.lang3.time.DateUtils,1,org.apache.commons.lang3.time.DateUtils,DateUtils propagates a null the caller cannot receive (Lang-58),1,1,32.74,19.79,43.45,27.98,0,7,1,passes_both,1,1,46.66,39.45,61.17,39.03,0,6,0,encodes_bug,1,1,52.16,33.88,57.94,31.26,0,12,1,passes_both,1,1,70.97,61.00,80.30,46.29,1,4,1,detects_bug,0.1992,0
Lang-59,Lang,org.apache.commons.lang3.time.FastDateFormat,1,org.apache.commons.lang3.time.FastDateFormat,FastDateFormat computes a silently wrong result (Lang-59),1,1,34.71,20.28,34.52,0.57,0,6,0,fails_both,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,49.07,27.25,53.38,51.49,0,4,0,passes_both,0.1982,0
Lang-60,Lang,org.apache.commons.lang3.time.DateUtils,1,org.apache.commons.lang3.time.DateUtils,DateUtils needs the receiver driven into a non-initial state (Lang-60),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,41.92,26.64,50.94,27.54,0,6,1,encodes_bug,0.1974,0
Lang-61,Lang,org.apache.commons.lang3.StringUtils,1,org.apache.commons.lang3.StringUtils,StringUtils throws where the contract promises a value (Lang-61),1,1,50.69,43.48,53.44,34.85,1,3,0,detects_bug,1,1,96.14,76.30,94.45,81.43,1,16,0,detects_bug,1,1,96.50,87.16,95.08,62.87,1,3,1,detects_bug,1,1,100.00,93.06,100.00,92.33,1,6,1,detects_bug,0.1957,0
Lang-62,Lang,org.apache.commons.lang3.ArrayUtils,1,org.apache.commons.lang3.ArrayUtils,ArrayUtils propagates a null the caller cannot receive (Lang-62),1,1,57.12,38.16,54.26,37.16,0,5,0,passes_both,1,1,61.99,54.25,72.34,44.01,1,5,0,detects_bug,1,1,62.77,43.20,61.40,23.01,0,4,0,passes_both,1,1,86.78,70.32,85.25,59.06,1,14,2,detects_bug,0.1955,0
Lang-63,Lang,org.apache.commons.lang3.text.StrBuilder,1,org.apache.commons.lang3.text.StrBuilder,StrBuilder surfaces only under a specific file-system layout (Lang-63),1,1,75.38,61.68,68.57,49.49,1,4,0,detects_bug,1,1,80.57,61.55,87.94,57.51,1,6,0,detects_bug,1,1,68.65,60.66,81.96,40.24,1,9,1,detects_bug,1,1,97.82,83.03,92.59,70.47,1,4,1,detects_bug,0.1916,0
Lang-64,Lang,org.apache.commons.lang3.text.StrBuilder,1,org.apache.commons.lang3.text.StrBuilder,StrBuilder throws where the contract promises a value (Lang-64),1,1,46.16,29.87,63.05,27.19,0,12,0,passes_both,1,1,54.17,47.11,68.77,37.20,0,21,0,passes_both,1,1,34.29,21.62,41.38,8.40,0,3,0,passes_both,1,1,82.11,67.58,87.36,56.47,1,8,1,detects_bug,0.1909,0
Lang-65,Lang,org.apache.commons.lang3.math.NumberUtils,1,org.apache.commons.lang3.math.NumberUtils,NumberUtils produces output that is well-formed but incorrect (Lang-65),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.1899,0
Math-1,Math,org.apache.commons.math3.analysis.solvers.BrentSolver,1,org.apache.commons.math3.analysis.solvers.BrentSolver,BrentSolver throws where the contract promises a value (Math-1),1,1,54.43,45.16,64.76,39.97,0,12,0,passes_both,1,1,88.18,76.30,87.69,64.90,1,10,0,detects_bug,1,1,59.29,43.97,55.07,52.50,0,17,0,encodes_bug,1,1,91.70,85.27,96.62,70.83,1,11,2,detects_bug,0.1876,0
Math-2,Math,org.apache.commons.math3.distribution.NormalDistribution,3,org.apache.commons.math3.distribution.NormalDistribution;org.apache.commons.math3.distribution.NormalDistributionHelper;org.apache.commons.math3.distribution.NormalDistributionSupport,NormalDistribution returns before the guard it needs (Math-2),1,1,53.94,42.12,54.16,40.04,1,6,0,detects_bug,1,1,93.43,72.54,94.03,78.41,1,22,0,detects_bug,1,1,73.47,55.10,82.65,39.61,1,11,0,detects_bug,1,1,95.93,93.46,100.00,86.46,1,5,0,detects_bug,0.8338,1
Math-3,Math,org.apache.commons.math3.linear.SingularValueDecomposition,1,org.apache.commons.math3.linear.SingularValueDecomposition,SingularValueDecomposition misbehaves only for a fully populated instance (Math-3),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,33.30,25.82,44.68,19.90,0,7,2,passes_both,1,1,65.80,44.58,77.55,59.42,0,14,0,encodes_bug,0.1865,0
Math-4,Math,org.apache.commons.math3.util.MathUtils,1,org.apache.commons.math3.util.MathUtils,MathUtils rounds in the wrong direction (Math-4),1,1,39.85,18.39,53.23,28.31,0,5,1,passes_both,1,1,57.63,48.07,61.72,49.36,0,4,0,encodes_bug,1,1,60.76,50.98,73.92,37.11,0,17,0,passes_both,1,1,74.61,55.35,73.82,59.91,0,11,1,passes_both,0.1861,0
Math-5,Math,org.apache.commons.math3.complex.Complex,1,org.apache.commons.math3.complex.Complex,Complex propagates a null the caller cannot receive (Math-5),1,1,46.58,30.86,57.90,38.52,0,3,1,passes_both,1,1,67.30,56.64,74.63,62.54,1,12,0,detects_bug,1,1,65.70,60.66,73.16,51.97,0,16,1,passes_both,1,1,84.78,59.83,85.34,47.64,1,9,0,detects_bug,0.1858,0
Math-6,Math,org.apache.commons.math3.optim.linear.SimplexSolver,3,org.apache.commons.math3.optim.linear.SimplexSolver;org.apache.commons.math3.optim.linear.SimplexSolverHelper;org.apache.commons.math3.optim.linear.SimplexSolverSupport,SimplexSolver returns before the guard it needs (Math-6),1,1,47.84,25.41,44.62,20.49,0,6,1,encodes_bug,1,1,63.78,51.02,70.90,46.79,0,7,0,passes_both,1,1,81.44,67.97,79.37,49.86,0,4,2,passes_both,1,1,80.54,70.26,88.19,50.68,1,16,0,detects_bug,0.1855,0
Math-7,Math,org.apache.commons.math3.analysis.solvers.BrentSolver,3,org.apache.commons.math3.analysis.solvers.BrentSolver;org.apache.commons.math3.analysis.solvers.BrentSolverHelper;org.apache.commons.math3.analysis.solvers.BrentSolverSupport,BrentSolver raises an unchecked exception on a legal input (Math-7),1,1,71.94,57.30,84.58,44.17,1,9,0,detects_bug,1,1,57.95,33.60,67.24,25.61,1,6,2,detects_bug,1,1,63.58,56.91,78.97,58.48,1,7,0,detects_bug,1,1,97.46,80.22,100.00,90.34,1,8,0,detects_bug,0.1848,0
Math-8,Math,org.apache.commons.math3.fraction.BigFraction,1,org.apache.commons.math3.fraction.BigFraction,BigFraction produces output that is well-formed but incorrect (Math-8),1,1,22.73,5.12,39.01,15.73,0,13,0,passes_both,1,1,53.32,47.76,71.44,44.90,0,7,1,encodes_bug,1,1,44.07,26.89,47.27,45.19,0,4,0,passes_both,1,1,65.27,56.59,71.16,70.85,0,11,2,encodes_bug,0.8237,1
Math-9,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,1,org.apache.commons.math3.stat.descriptive.moment.Variance,Variance produces output that is well-formed but incorrect (Math-9),1,1,38.92,23.29,30.87,18.04,0,18,0,passes_both,1,1,61.74,54.34,65.81,42.05,0,15,0,passes_both,1,1,61.06,48.82,67.72,42.40,0,8,2,passes_both,1,1,64.59,51.52,76.11,58.33,0,13,0,fails_both,0.8207,1
Math-10,Math,org.apache.commons.math3.optim.linear.SimplexSolver,1,org.apache.commons.math3.optim.linear.SimplexSolver,SimplexSolver selects the wrong branch without failing (Math-10),1,1,42.58,27.35,56.73,27.45,0,13,0,fails_both,1,1,69.36,48.47,68.52,49.19,0,11,2,passes_both,1,1,44.48,23.20,57.36,34.62,0,10,0,passes_both,1,1,78.45,65.54,88.81,83.19,0,11,1,encodes_bug,0.8367,1
Math-11,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,1,org.apache.commons.math3.stat.descriptive.moment.Variance,Variance computes a silently wrong result (Math-11),1,1,33.39,23.26,37.82,28.89,0,4,1,passes_both,1,1,50.96,23.90,55.25,37.35,0,6,1,encodes_bug,1,1,41.33,34.02,52.64,18.52,0,4,1,passes_both,1,1,63.52,54.79,79.02,81.33,0,4,2,encodes_bug,0.1832,0
Math-12,Math,org.apache.commons.math3.util.MathUtils,1,org.apache.commons.math3.util.MathUtils,MathUtils raises an unchecked exception on a legal input (Math-12),1,1,64.09,47.47,67.18,56.98,1,6,0,detects_bug,1,1,67.75,55.12,65.51,45.97,1,6,0,detects_bug,1,1,86.96,59.35,85.83,47.04,1,7,0,detects_bug,1,1,81.86,80.16,100.00,57.98,1,13,0,detects_bug,0.1822,0
Math-13,Math,org.apache.commons.math3.analysis.solvers.BrentSolver,1,org.apache.commons.math3.analysis.solvers.BrentSolver,BrentSolver propagates a null the caller cannot receive (Math-13),1,1,48.44,33.43,47.62,9.71,0,12,1,passes_both,1,1,89.57,76.14,99.90,60.33,1,13,2,detects_bug,1,1,53.30,38.76,67.96,51.70,1,8,0,detects_bug,1,1,93.40,84.25,88.23,51.37,1,13,2,detects_bug,0.1813,0
Math-14,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,1,org.apache.commons.math3.stat.descriptive.moment.Variance,Variance returns before the guard it needs (Math-14),1,1,42.32,26.47,45.78,28.27,0,14,1,passes_both,1,1,72.37,55.92,82.82,54.28,1,10,0,detects_bug,1,1,62.68,50.81,81.88,50.76,1,6,0,detects_bug,1,1,68.48,65.64,84.01,55.56,1,8,0,detects_bug,0.1801,0
Math-15,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,1,org.apache.commons.math3.geometry.euclidean.threed.Line,Line needs the receiver driven into a non-initial state (Math-15),1,1,45.53,38.58,47.11,39.28,0,5,1,passes_both,1,1,66.60,55.36,70.77,43.99,1,4,1,detects_bug,1,1,75.79,64.03,84.40,57.78,1,7,1,detects_bug,1,1,86.75,67.36,84.72,35.66,1,11,1,detects_bug,0.8364,1
Math-16,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,1,org.apache.commons.math3.stat.descriptive.moment.Variance,Variance produces output that is well-formed but incorrect (Math-16),0,0,,,,,0,0,5,no_compile,1,1,59.58,37.58,50.31,22.78,0,11,2,passes_both,1,1,32.18,17.77,35.73,8.45,0,12,0,passes_both,1,1,60.76,54.33,71.71,67.11,0,15,2,encodes_bug,0.8349,1
