# Per-bug fault-category labels for all 835 Defects4J bugs (paper Sec. 4.5, tab:undetected_faults).
# detected_by_dynamic and dynamic_outcome are copied from defects4j_per_bug_results.csv so the
# two files cannot drift apart. 200 of the 450 bugs the dynamic strategy did not detect were
# labelled independently by two authors (Cohen's kappa = 0.78); the 29 discordant cases are in
# annotation_disagreements.csv. The rest carry rule-based labels derived from those.
bug_id,project,class_name,detected_by_dynamic,dynamic_outcome,category,ripr_condition,label_source,annotator_a,annotator_b
Lang-7,Lang,org.apache.commons.lang3.builder.HashCodeBuilder,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Lang-8,Lang,org.apache.commons.lang3.math.NumberUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-9,Lang,org.apache.commons.lang3.builder.HashCodeBuilder,0,passes_both,No structural obstacle,-,rule-based,,
Lang-10,Lang,org.apache.commons.lang3.time.FastDateParser,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-11,Lang,org.apache.commons.lang3.math.NumberUtils,0,no_compile,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Lang-12,Lang,org.apache.commons.lang3.ArrayUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-13,Lang,org.apache.commons.lang3.ArrayUtils,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
Lang-14,Lang,org.apache.commons.lang3.text.StrBuilder,0,encodes_bug,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
Lang-15,Lang,org.apache.commons.lang3.math.NumberUtils,1,detects_bug,State-Dependent Call Sequences,infection,rule-based,,
Lang-16,Lang,org.apache.commons.lang3.math.NumberUtils,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Lang-17,Lang,org.apache.commons.lang3.builder.HashCodeBuilder,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Lang-18,Lang,org.apache.commons.lang3.time.FastDateFormat,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-19,Lang,org.apache.commons.lang3.time.DateUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-20,Lang,org.apache.commons.lang3.StringUtils,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Lang-21,Lang,org.apache.commons.lang3.reflect.TypeUtils,0,encodes_bug,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
Lang-22,Lang,org.apache.commons.lang3.time.FastDateFormat,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Lang-23,Lang,org.apache.commons.lang3.ArrayUtils,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Lang-24,Lang,org.apache.commons.lang3.ArrayUtils,0,no_compile,Absent Automated Oracle,revealability,rule-based,,
Lang-25,Lang,org.apache.commons.lang3.LocaleUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-26,Lang,org.apache.commons.lang3.text.StrBuilder,0,no_compile,Complex Object Construction,reachability,rule-based,,
Lang-27,Lang,org.apache.commons.lang3.time.FastDateFormat,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-28,Lang,org.apache.commons.lang3.text.StrBuilder,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-29,Lang,org.apache.commons.lang3.reflect.TypeUtils,1,detects_bug,Environment and External-Call Dependence,reachability,rule-based,,
Lang-30,Lang,org.apache.commons.lang3.text.StrBuilder,0,fails_both,Complex Object Construction,reachability,rule-based,,
Lang-31,Lang,org.apache.commons.lang3.text.StrBuilder,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-32,Lang,org.apache.commons.lang3.time.DateUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-33,Lang,org.apache.commons.lang3.reflect.TypeUtils,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Lang-34,Lang,org.apache.commons.lang3.text.StrBuilder,0,passes_both,Complex Object Construction,reachability,manual,Complex Object Construction,Absent Automated Oracle
Lang-35,Lang,org.apache.commons.lang3.builder.HashCodeBuilder,0,no_compile,Complex Object Construction,reachability,rule-based,,
Lang-36,Lang,org.apache.commons.lang3.text.StrBuilder,0,passes_both,No structural obstacle,-,rule-based,,
Lang-37,Lang,org.apache.commons.lang3.math.NumberUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-38,Lang,org.apache.commons.lang3.text.StrBuilder,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
Lang-39,Lang,org.apache.commons.lang3.builder.HashCodeBuilder,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Lang-40,Lang,org.apache.commons.lang3.time.FastDateFormat,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Lang-41,Lang,org.apache.commons.lang3.math.NumberUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-42,Lang,org.apache.commons.lang3.time.FastDateFormat,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Lang-43,Lang,org.apache.commons.lang3.builder.HashCodeBuilder,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-44,Lang,org.apache.commons.lang3.StringUtils,0,fails_both,No structural obstacle,-,rule-based,,
Lang-45,Lang,org.apache.commons.lang3.time.FastDateFormat,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-46,Lang,org.apache.commons.lang3.text.StrBuilder,0,no_compile,Absent Automated Oracle,revealability,rule-based,,
Lang-47,Lang,org.apache.commons.lang3.text.StrBuilder,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-48,Lang,org.apache.commons.lang3.builder.EqualsBuilder,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-49,Lang,org.apache.commons.lang3.math.NumberUtils,1,detects_bug,State-Dependent Call Sequences,infection,rule-based,,
Lang-50,Lang,org.apache.commons.lang3.StringUtils,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Lang-51,Lang,org.apache.commons.lang3.text.StrBuilder,1,detects_bug,State-Dependent Call Sequences,infection,rule-based,,
Lang-52,Lang,org.apache.commons.lang3.time.DateUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-53,Lang,org.apache.commons.lang3.math.NumberUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-54,Lang,org.apache.commons.lang3.text.StrBuilder,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Lang-55,Lang,org.apache.commons.lang3.time.DateUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-56,Lang,org.apache.commons.lang3.reflect.TypeUtils,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Lang-57,Lang,org.apache.commons.lang3.time.DateUtils,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Lang-58,Lang,org.apache.commons.lang3.time.DateUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-59,Lang,org.apache.commons.lang3.time.FastDateFormat,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
Lang-60,Lang,org.apache.commons.lang3.time.DateUtils,0,encodes_bug,State-Dependent Call Sequences,infection,rule-based,,
Lang-61,Lang,org.apache.commons.lang3.StringUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-62,Lang,org.apache.commons.lang3.ArrayUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-63,Lang,org.apache.commons.lang3.text.StrBuilder,1,detects_bug,Environment and External-Call Dependence,reachability,rule-based,,
Lang-64,Lang,org.apache.commons.lang3.text.StrBuilder,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-65,Lang,org.apache.commons.lang3.math.NumberUtils,0,no_compile,Absent Automated Oracle,revealability,rule-based,,
Math-1,Math,org.apache.commons.math3.analysis.solvers.BrentSolver,1,detects_bug,No structural obstacle,-,rule-based,,
Math-2,Math,org.apache.commons.math3.distribution.NormalDistribution,1,detects_bug,No structural obstacle,-,rule-based,,
Math-3,Math,org.apache.commons.math3.linear.SingularValueDecomposition,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Math-4,Math,org.apache.commons.math3.util.MathUtils,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
Math-5,Math,org.apache.commons.math3.complex.Complex,1,detects_bug,No structural obstacle,-,rule-based,,
Math-6,Math,org.apache.commons.math3.optim.linear.SimplexSolver,1,detects_bug,No structural obstacle,-,rule-based,,
Math-7,Math,org.apache.commons.math3.analysis.solvers.BrentSolver,1,detects_bug,No structural obstacle,-,rule-based,,
Math-8,Math,org.apache.commons.math3.fraction.BigFraction,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Math-9,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
Math-10,Math,org.apache.commons.math3.optim.linear.SimplexSolver,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Math-11,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,0,encodes_bug,Absent Automated Oracle,revealability,manual,Environment and External-Call Dependence,Absent Automated Oracle
Math-12,Math,org.apache.commons.math3.util.MathUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Math-13,Math,org.apache.commons.math3.analysis.solvers.BrentSolver,1,detects_bug,No structural obstacle,-,rule-based,,
Math-14,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,1,detects_bug,No structural obstacle,-,rule-based,,
Math-15,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,1,detects_bug,State-Dependent Call Sequences,infection,rule-based,,
Math-16,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Math-17,Math,org.apache.commons.math3.linear.SingularValueDecomposition,1,detects_bug,No structural obstacle,-,rule-based,,
Math-18,Math,org.apache.commons.math3.fraction.BigFraction,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Math-19,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Math-20,Math,org.apache.commons.math3.distribution.NormalDistribution,1,detects_bug,No structural obstacle,-,rule-based,,
Math-21,Math,org.apache.commons.math3.optim.linear.SimplexSolver,1,detects_bug,No structural obstacle,-,rule-based,,
Math-22,Math,org.apache.commons.math3.optim.linear.SimplexSolver,1,detects_bug,No structural obstacle,-,rule-based,,
Math-23,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
Math-24,Math,org.apache.commons.math3.fraction.BigFraction,0,no_compile,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Math-25,Math,org.apache.commons.math3.util.MathUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Math-26,Math,org.apache.commons.math3.fraction.BigFraction,0,encodes_bug,State-Dependent Call Sequences,infection,manual,State-Dependent Call Sequences,State-Dependent Call Sequences
Math-27,Math,org.apache.commons.math3.analysis.solvers.BrentSolver,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Math-28,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Math-29,Math,org.apache.commons.math3.optim.linear.SimplexSolver,1,detects_bug,No structural obstacle,-,rule-based,,
Math-30,Math,org.apache.commons.math3.optim.linear.SimplexSolver,1,detects_bug,No structural obstacle,-,rule-based,,
Math-31,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,1,detects_bug,State-Dependent Call Sequences,infection,rule-based,,
Math-32,Math,org.apache.commons.math3.linear.SingularValueDecomposition,1,detects_bug,No structural obstacle,-,rule-based,,
Math-33,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Math-34,Math,org.apache.commons.math3.linear.SingularValueDecomposition,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Math-35,Math,org.apache.commons.math3.linear.SingularValueDecomposition,0,passes_both,Environment and External-Call Dependence,reachability,rule-based,,
Math-36,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,0,no_compile,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Math-37,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Math-38,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,0,no_compile,Environment and External-Call Dependence,reachability,rule-based,,
Math-39,Math,org.apache.commons.math3.optim.linear.SimplexSolver,0,passes_both,State-Dependent Call Sequences,infection,manual,State-Dependent Call Sequences,State-Dependent Call Sequences
Math-40,Math,org.apache.commons.math3.analysis.solvers.BrentSolver,1,detects_bug,No structural obstacle,-,rule-based,,
Math-41,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,1,detects_bug,No structural obstacle,-,rule-based,,
Math-42,Math,org.apache.commons.math3.linear.SingularValueDecomposition,1,detects_bug,No structural obstacle,-,rule-based,,
Math-43,Math,org.apache.commons.math3.fraction.BigFraction,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Math-44,Math,org.apache.commons.math3.optim.linear.SimplexSolver,1,detects_bug,No structural obstacle,-,rule-based,,
Math-45,Math,org.apache.commons.math3.distribution.NormalDistribution,1,detects_bug,No structural obstacle,-,rule-based,,
Math-46,Math,org.apache.commons.math3.util.MathUtils,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
Math-47,Math,org.apache.commons.math3.fraction.BigFraction,0,fails_both,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Math-48,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,1,detects_bug,No structural obstacle,-,rule-based,,
Math-49,Math,org.apache.commons.math3.linear.SingularValueDecomposition,0,fails_both,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Math-50,Math,org.apache.commons.math3.optim.linear.SimplexSolver,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Math-51,Math,org.apache.commons.math3.fraction.BigFraction,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Math-52,Math,org.apache.commons.math3.linear.SingularValueDecomposition,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Math-53,Math,org.apache.commons.math3.optim.linear.SimplexSolver,1,detects_bug,No structural obstacle,-,rule-based,,
Math-54,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Math-55,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,1,detects_bug,No structural obstacle,-,rule-based,,
Math-56,Math,org.apache.commons.math3.fraction.BigFraction,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
Math-57,Math,org.apache.commons.math3.analysis.solvers.BrentSolver,1,detects_bug,No structural obstacle,-,rule-based,,
Math-58,Math,org.apache.commons.math3.fraction.BigFraction,1,detects_bug,No structural obstacle,-,rule-based,,
Math-59,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,1,detects_bug,No structural obstacle,-,rule-based,,
Math-60,Math,org.apache.commons.math3.util.MathUtils,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Math-61,Math,org.apache.commons.math3.util.MathUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Math-62,Math,org.apache.commons.math3.distribution.NormalDistribution,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Math-63,Math,org.apache.commons.math3.analysis.solvers.BrentSolver,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Math-64,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,1,detects_bug,No structural obstacle,-,rule-based,,
Math-65,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,0,passes_both,Complex Object Construction,reachability,rule-based,,
Math-66,Math,org.apache.commons.math3.fraction.BigFraction,0,passes_both,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
Math-67,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,0,passes_both,Complex Object Construction,reachability,rule-based,,
Math-68,Math,org.apache.commons.math3.distribution.NormalDistribution,1,detects_bug,Environment and External-Call Dependence,reachability,rule-based,,
Math-69,Math,org.apache.commons.math3.util.MathUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Math-70,Math,org.apache.commons.math.analysis.solvers.BisectionSolver,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Math-71,Math,org.apache.commons.math3.analysis.solvers.BrentSolver,0,fails_both,Complex Object Construction,reachability,manual,No structural obstacle,Complex Object Construction
Math-72,Math,org.apache.commons.math3.optim.linear.SimplexSolver,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Math-73,Math,org.apache.commons.math3.util.MathUtils,0,no_compile,State-Dependent Call Sequences,infection,manual,State-Dependent Call Sequences,State-Dependent Call Sequences
Math-74,Math,org.apache.commons.math3.distribution.NormalDistribution,1,detects_bug,No structural obstacle,-,rule-based,,
Math-75,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,0,fails_both,Absent Automated Oracle,revealability,manual,Complex Object Construction,Absent Automated Oracle
Math-76,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,0,encodes_bug,State-Dependent Call Sequences,infection,manual,State-Dependent Call Sequences,State-Dependent Call Sequences
Math-77,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,0,encodes_bug,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
Math-78,Math,org.apache.commons.math3.linear.SingularValueDecomposition,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Environment and External-Call Dependence
Math-79,Math,org.apache.commons.math3.util.MathUtils,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
Math-80,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,1,detects_bug,No structural obstacle,-,rule-based,,
Math-81,Math,org.apache.commons.math3.util.MathUtils,0,no_compile,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Math-82,Math,org.apache.commons.math3.linear.SingularValueDecomposition,1,detects_bug,No structural obstacle,-,rule-based,,
Math-83,Math,org.apache.commons.math3.optim.linear.SimplexSolver,1,detects_bug,No structural obstacle,-,rule-based,,
Math-84,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,1,detects_bug,No structural obstacle,-,rule-based,,
Math-85,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,0,passes_both,Complex Object Construction,reachability,manual,State-Dependent Call Sequences,Complex Object Construction
Math-86,Math,org.apache.commons.math3.geometry.euclidean.threed.Line,1,detects_bug,No structural obstacle,-,rule-based,,
Math-87,Math,org.apache.commons.math3.util.MathUtils,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Math-88,Math,org.apache.commons.math3.distribution.NormalDistribution,1,detects_bug,No structural obstacle,-,rule-based,,
Math-89,Math,org.apache.commons.math3.distribution.NormalDistribution,1,detects_bug,No structural obstacle,-,rule-based,,
Math-90,Math,org.apache.commons.math3.util.MathUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Math-91,Math,org.apache.commons.math3.optim.linear.SimplexSolver,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Math-92,Math,org.apache.commons.math3.util.MathUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Math-93,Math,org.apache.commons.math3.optim.linear.SimplexSolver,1,detects_bug,Environment and External-Call Dependence,reachability,rule-based,,
Math-94,Math,org.apache.commons.math3.util.MathUtils,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
Math-95,Math,org.apache.commons.math3.fraction.BigFraction,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Math-96,Math,org.apache.commons.math3.optim.linear.SimplexSolver,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Math-97,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,1,detects_bug,No structural obstacle,-,rule-based,,
Math-98,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,1,detects_bug,Environment and External-Call Dependence,reachability,rule-based,,
Math-99,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Math-100,Math,org.apache.commons.math3.analysis.solvers.BrentSolver,0,encodes_bug,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
Math-101,Math,org.apache.commons.math3.analysis.solvers.BrentSolver,0,no_compile,State-Dependent Call Sequences,infection,rule-based,,
Math-102,Math,org.apache.commons.math3.stat.descriptive.moment.Variance,0,passes_both,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Math-103,Math,org.apache.commons.math3.distribution.NormalDistribution,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Math-104,Math,org.apache.commons.math3.analysis.solvers.BrentSolver,1,detects_bug,No structural obstacle,-,rule-based,,
Math-105,Math,org.apache.commons.math3.distribution.NormalDistribution,1,detects_bug,No structural obstacle,-,rule-based,,
Math-106,Math,org.apache.commons.math3.optim.linear.SimplexSolver,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
Mockito-1,Mockito,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Mockito-2,Mockito,org.mockito.internal.invocation.InvocationMatcher,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Mockito-3,Mockito,org.mockito.internal.invocation.InvocationMatcher,1,detects_bug,No structural obstacle,-,rule-based,,
Mockito-4,Mockito,org.mockito.internal.handler.MockHandlerImpl,0,encodes_bug,Environment and External-Call Dependence,reachability,rule-based,,
Mockito-5,Mockito,org.mockito.internal.util.reflection.FieldInitializer,1,detects_bug,State-Dependent Call Sequences,infection,rule-based,,
Mockito-6,Mockito,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,1,detects_bug,No structural obstacle,-,rule-based,,
Mockito-7,Mockito,org.mockito.internal.handler.MockHandlerImpl,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
Mockito-8,Mockito,org.mockito.ArgumentCaptor,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Mockito-9,Mockito,org.mockito.internal.handler.MockHandlerImpl,1,detects_bug,No structural obstacle,-,rule-based,,
Mockito-10,Mockito,org.mockito.internal.invocation.InvocationImpl,0,no_compile,Complex Object Construction,reachability,rule-based,,
Mockito-11,Mockito,org.mockito.internal.invocation.InvocationImpl,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
Mockito-12,Mockito,org.mockito.ArgumentCaptor,0,fails_both,Complex Object Construction,reachability,rule-based,,
Mockito-13,Mockito,org.mockito.ArgumentCaptor,0,fails_both,Environment and External-Call Dependence,reachability,rule-based,,
Mockito-14,Mockito,org.mockito.ArgumentCaptor,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Mockito-15,Mockito,org.mockito.internal.invocation.InvocationImpl,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Mockito-16,Mockito,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Mockito-17,Mockito,org.mockito.ArgumentCaptor,0,no_compile,Absent Automated Oracle,revealability,rule-based,,
Mockito-18,Mockito,org.mockito.internal.handler.MockHandlerImpl,0,encodes_bug,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Mockito-19,Mockito,org.mockito.internal.invocation.InvocationImpl,1,detects_bug,No structural obstacle,-,rule-based,,
Mockito-20,Mockito,org.mockito.internal.invocation.InvocationMatcher,0,passes_both,State-Dependent Call Sequences,infection,manual,State-Dependent Call Sequences,State-Dependent Call Sequences
Mockito-21,Mockito,org.mockito.internal.invocation.InvocationMatcher,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Mockito-22,Mockito,org.mockito.internal.handler.MockHandlerImpl,1,detects_bug,No structural obstacle,-,rule-based,,
Mockito-23,Mockito,org.mockito.internal.util.reflection.FieldInitializer,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Complex Object Construction
Mockito-24,Mockito,org.mockito.internal.invocation.InvocationImpl,0,no_compile,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Mockito-25,Mockito,org.mockito.internal.handler.MockHandlerImpl,0,no_compile,Absent Automated Oracle,revealability,rule-based,,
Mockito-26,Mockito,org.mockito.internal.util.reflection.FieldInitializer,1,detects_bug,No structural obstacle,-,rule-based,,
Mockito-27,Mockito,org.mockito.ArgumentCaptor,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Mockito-28,Mockito,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Mockito-29,Mockito,org.mockito.internal.util.reflection.FieldInitializer,1,detects_bug,No structural obstacle,-,rule-based,,
Mockito-30,Mockito,org.mockito.internal.handler.MockHandlerImpl,0,encodes_bug,Complex Object Construction,reachability,manual,No structural obstacle,Complex Object Construction
Mockito-31,Mockito,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
Mockito-32,Mockito,org.mockito.internal.invocation.InvocationImpl,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Mockito-33,Mockito,org.mockito.internal.invocation.InvocationImpl,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
Mockito-34,Mockito,org.mockito.internal.handler.MockHandlerImpl,0,passes_both,Environment and External-Call Dependence,reachability,rule-based,,
Mockito-35,Mockito,org.mockito.internal.invocation.InvocationImpl,1,detects_bug,State-Dependent Call Sequences,infection,rule-based,,
Mockito-36,Mockito,org.mockito.ArgumentCaptor,0,encodes_bug,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Mockito-37,Mockito,org.mockito.internal.invocation.InvocationImpl,0,encodes_bug,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
Mockito-38,Mockito,org.mockito.ArgumentCaptor,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Time-1,Time,org.joda.time.Partial,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Time-2,Time,org.joda.time.format.DateTimeFormatter,0,passes_both,Environment and External-Call Dependence,reachability,rule-based,,
Time-3,Time,org.joda.time.Partial,1,detects_bug,State-Dependent Call Sequences,infection,rule-based,,
Time-4,Time,org.joda.time.chrono.GJChronology,0,no_compile,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Time-5,Time,org.joda.time.Partial,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Time-6,Time,org.joda.time.field.UnsupportedDurationField,0,fails_both,Complex Object Construction,reachability,rule-based,,
Time-7,Time,org.joda.time.chrono.GJChronology,0,fails_both,Complex Object Construction,reachability,rule-based,,
Time-8,Time,org.joda.time.LocalDate,0,no_compile,State-Dependent Call Sequences,infection,rule-based,,
Time-9,Time,org.joda.time.chrono.GJChronology,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Time-10,Time,org.joda.time.Partial,1,detects_bug,No structural obstacle,-,rule-based,,
Time-11,Time,org.joda.time.chrono.GJChronology,0,encodes_bug,State-Dependent Call Sequences,infection,rule-based,,
Time-12,Time,org.joda.time.format.DateTimeFormatter,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Time-13,Time,org.joda.time.format.DateTimeFormatter,1,detects_bug,No structural obstacle,-,rule-based,,
