# RQ7 -- the correction loop as a factor orthogonal to the strategy (tab:rq7_loop).
# Same 2,000 classes as per_class_controls.csv, and for zero-shot and dynamic the same
# draw: compiled_loop_off equals compiled_initially there and tokens_loop_on equals tokens.
# tokens_loop_off is generation alone; tokens_loop_on adds 6,400 per correction iteration.
# compiled_loop_on is a superset of compiled_loop_off: the loop only repairs what failed.
class_id,strategy,compiled_loop_off,compiled_loop_on,tokens_loop_off,tokens_loop_on
s_1903,pseudo-code,0,1,8466,10533
s_1904,pseudo-code,1,1,12965,13023
s_1905,pseudo-code,1,1,18555,20287
s_1906,pseudo-code,0,1,9111,10371
s_1907,pseudo-code,1,1,9218,9999
s_1908,pseudo-code,1,1,7745,13006
s_1909,pseudo-code,1,1,12085,12085
s_1910,pseudo-code,1,1,8275,8793
s_1911,pseudo-code,1,1,14304,15651
s_1912,pseudo-code,1,1,16769,18166
s_1913,pseudo-code,1,1,15324,15324
s_1914,pseudo-code,0,1,6529,9198
s_1915,pseudo-code,0,1,16211,21055
s_1916,pseudo-code,0,1,9451,18971
s_1917,pseudo-code,0,1,13027,13611
s_1918,pseudo-code,1,1,12220,20611
s_1919,pseudo-code,1,1,8334,13320
s_1920,pseudo-code,1,1,12385,12385
s_1921,pseudo-code,1,1,10821,10821
s_1922,pseudo-code,1,1,13376,25827
s_1923,pseudo-code,0,1,9394,9394
s_1924,pseudo-code,0,1,7080,7585
s_1925,pseudo-code,0,0,9366,9366
s_1926,pseudo-code,0,1,8391,9763
s_1927,pseudo-code,1,1,6657,6912
s_1928,pseudo-code,1,1,19129,49186
s_1929,pseudo-code,0,1,9960,9960
s_1930,pseudo-code,0,1,9463,39039
s_1931,pseudo-code,1,1,9213,16994
s_1932,pseudo-code,1,1,14203,17576
s_1933,pseudo-code,1,1,8777,12094
s_1934,pseudo-code,1,1,9126,9126
s_1935,pseudo-code,1,1,14171,16592
s_1936,pseudo-code,1,1,11209,12751
s_1937,pseudo-code,0,1,6007,10753
s_1938,pseudo-code,1,1,9303,11695
s_1939,pseudo-code,0,1,14688,14688
s_1940,pseudo-code,1,1,16767,17569
s_1941,pseudo-code,0,1,8218,18956
s_1942,pseudo-code,1,1,16904,20150
s_1943,pseudo-code,1,1,12389,15159
s_1944,pseudo-code,0,1,14292,16062
s_1945,pseudo-code,1,1,6174,14582
s_1946,pseudo-code,0,1,14196,24014
s_1947,pseudo-code,1,1,21462,21855
s_1948,pseudo-code,0,1,12440,12635
s_1949,pseudo-code,1,1,6408,10624
s_1950,pseudo-code,1,1,15470,15523
s_1951,pseudo-code,0,1,8914,24886
s_1952,pseudo-code,0,1,17053,20078
s_1953,pseudo-code,1,1,12455,12996
s_1954,pseudo-code,1,1,6589,7584
s_1955,pseudo-code,1,1,15946,15946
s_1956,pseudo-code,1,1,7880,7880
s_1957,pseudo-code,1,1,7870,14492
s_1958,pseudo-code,1,1,9570,10114
s_1959,pseudo-code,1,1,22927,26264
s_1960,pseudo-code,1,1,6946,8975
s_1961,pseudo-code,1,1,10763,10803
s_1962,pseudo-code,1,1,17902,17902
s_1963,pseudo-code,0,1,8326,13185
s_1964,pseudo-code,0,1,10952,12888
s_1965,pseudo-code,1,1,10495,13104
s_1966,pseudo-code,1,1,17785,22948
s_1967,pseudo-code,1,1,11311,11311
s_1968,pseudo-code,1,1,8837,9770
s_1969,pseudo-code,1,1,9308,9308
s_1970,pseudo-code,1,1,7060,7123
s_1971,pseudo-code,1,1,12373,12373
s_1972,pseudo-code,0,0,11177,11177
s_1973,pseudo-code,1,1,14525,14525
s_1974,pseudo-code,1,1,7448,9230
s_1975,pseudo-code,0,1,8899,11014
s_1976,pseudo-code,1,1,5171,9465
s_1977,pseudo-code,1,1,10904,11905
s_1978,pseudo-code,1,1,6899,11187
s_1979,pseudo-code,1,1,12826,14131
s_1980,pseudo-code,1,1,8439,9121
s_1981,pseudo-code,1,1,10096,10526
s_1982,pseudo-code,0,1,12852,14635
s_1983,pseudo-code,1,1,9247,9503
s_1984,pseudo-code,0,1,16337,44706
s_1985,pseudo-code,1,1,7790,7790
s_1986,pseudo-code,1,1,16246,19576
s_1987,pseudo-code,1,1,10469,12197
s_1988,pseudo-code,1,1,14853,22451
s_1989,pseudo-code,0,1,7343,7343
s_1990,pseudo-code,1,1,11476,11476
s_1991,pseudo-code,1,1,11874,16870
s_1992,pseudo-code,1,1,5395,5467
s_1993,pseudo-code,1,1,12810,13457
s_1994,pseudo-code,0,1,8450,21267
s_1995,pseudo-code,1,1,7649,12670
s_1996,pseudo-code,0,0,11221,13350
s_1997,pseudo-code,1,1,6809,6809
s_1998,pseudo-code,1,1,9820,17848
s_1999,pseudo-code,1,1,10423,15400
s_0000,dynamic,1,1,28068,28125
s_0001,dynamic,1,1,68938,70302
s_0002,dynamic,1,1,32595,32706
s_0003,dynamic,1,1,30371,30474
s_0004,dynamic,1,1,52575,59432
s_0005,dynamic,1,1,41248,41793
s_0006,dynamic,1,1,35466,35466
s_0007,dynamic,1,1,34503,34503
s_0008,dynamic,1,1,19778,19778
s_0009,dynamic,1,1,26175,26885
s_0010,dynamic,1,1,20132,23132
s_0011,dynamic,1,1,18724,19019
s_0012,dynamic,1,1,51584,56614
s_0013,dynamic,1,1,52500,55760
s_0014,dynamic,1,1,14790,14914
s_0015,dynamic,1,1,17704,18357
s_0016,dynamic,1,1,31198,32280
s_0017,dynamic,1,1,27228,30251
s_0018,dynamic,1,1,29911,30293
s_0019,dynamic,1,1,25088,25616
s_0020,dynamic,0,0,36705,36930
s_0021,dynamic,1,1,49131,49703
s_0022,dynamic,1,1,42685,42938
s_0023,dynamic,1,1,15344,15344
s_0024,dynamic,1,1,46358,47287
s_0025,dynamic,1,1,24705,25637
s_0026,dynamic,1,1,25011,25469
s_0027,dynamic,1,1,41761,41761
s_0028,dynamic,1,1,44723,48276
s_0029,dynamic,0,1,24668,26609
s_0030,dynamic,1,1,44865,44865
s_0031,dynamic,1,1,50202,54773
s_0032,dynamic,1,1,27689,27816
s_0033,dynamic,1,1,38167,41344
s_0034,dynamic,1,1,29555,30855
s_0035,dynamic,1,1,53006,54985
s_0036,dynamic,1,1,25883,25883
s_0037,dynamic,1,1,25476,25585
s_0038,dynamic,1,1,28349,28349
s_0039,dynamic,1,1,26610,26622
s_0040,dynamic,1,1,18390,18390
s_0041,dynamic,1,1,34074,34074
s_0042,dynamic,1,1,30745,31009
s_0043,dynamic,1,1,35685,35708
s_0044,dynamic,1,1,30212,30212
s_0045,dynamic,0,1,34740,40691
s_0046,dynamic,1,1,33715,35697
s_0047,dynamic,1,1,34284,35043
s_0048,dynamic,1,1,37653,37653
s_0049,dynamic,1,1,24866,25037
s_0050,dynamic,1,1,25239,27773
s_0051,dynamic,1,1,57820,59542
s_0052,dynamic,0,0,27100,27281
s_0053,dynamic,0,1,32646,34466
s_0054,dynamic,1,1,18583,18737
s_0055,dynamic,1,1,30471,30802
s_0056,dynamic,0,1,39542,39641
s_0057,dynamic,1,1,35190,35872
s_0058,dynamic,1,1,16633,17510
s_0059,dynamic,1,1,56343,56343
s_0060,dynamic,1,1,33602,34344
s_0061,dynamic,1,1,27538,27538
s_0062,dynamic,1,1,20227,21288
s_0063,dynamic,1,1,30657,30969
s_0064,dynamic,1,1,34902,34902
s_0065,dynamic,1,1,28286,28286
s_0066,dynamic,1,1,43332,45060
s_0067,dynamic,1,1,51298,54990
s_0068,dynamic,1,1,65287,66077
s_0069,dynamic,1,1,39576,40023
s_0070,dynamic,1,1,30624,30833
s_0071,dynamic,1,1,25693,25693
s_0072,dynamic,1,1,45870,46849
s_0073,dynamic,1,1,18507,18507
s_0074,dynamic,1,1,43257,44236
s_0075,dynamic,1,1,17045,17583
s_0076,dynamic,1,1,33098,33148
s_0077,dynamic,1,1,40059,41250
s_0078,dynamic,1,1,19364,21165
s_0079,dynamic,1,1,30916,31478
s_0080,dynamic,1,1,32647,32738
s_0081,dynamic,1,1,41429,42062
s_0082,dynamic,1,1,23098,23679
s_0083,dynamic,1,1,23438,23438
s_0084,dynamic,1,1,28249,30533
s_0085,dynamic,1,1,14777,15566
s_0086,dynamic,1,1,27597,28785
s_0087,dynamic,1,1,51746,53506
s_0088,dynamic,1,1,64915,67413
s_0089,dynamic,1,1,33490,33842
s_0090,dynamic,1,1,40761,40935
s_0091,dynamic,1,1,52087,53537
s_0092,dynamic,1,1,48889,49076
s_0093,dynamic,1,1,42132,42520
s_0094,dynamic,0,1,24511,25357
s_0095,dynamic,1,1,40381,41216
s_0096,dynamic,1,1,31509,31915
s_0097,dynamic,1,1,26547,28433
s_0098,dynamic,1,1,45493,45695
s_0099,dynamic,1,1,47254,47446
s_0100,dynamic,1,1,20970,20982
s_0101,dynamic,1,1,27424,27882
s_0102,dynamic,1,1,24458,24594
s_0103,dynamic,1,1,18932,18983
s_0104,dynamic,1,1,39228,40315
s_0105,dynamic,1,1,19534,20128
s_0106,dynamic,1,1,36699,36904
s_0107,dynamic,1,1,25059,25687
s_0108,dynamic,1,1,25123,25123
s_0109,dynamic,1,1,46375,46817
s_0110,dynamic,1,1,28718,29694
s_0111,dynamic,1,1,25249,26778
s_0112,dynamic,1,1,33919,34523
s_0113,dynamic,1,1,37781,39548
s_0114,dynamic,1,1,26200,26805
s_0115,dynamic,1,1,27161,27209
s_0116,dynamic,1,1,28194,28809
s_0117,dynamic,1,1,22260,22865
s_0118,dynamic,1,1,18453,18632
s_0119,dynamic,1,1,30295,31019
s_0120,dynamic,1,1,28441,28441
s_0121,dynamic,0,1,25460,25558
s_0122,dynamic,1,1,25681,25681
s_0123,dynamic,1,1,19896,19896
s_0124,dynamic,1,1,63218,63218
s_0125,dynamic,1,1,16002,16221
s_0126,dynamic,0,0,44657,44657
s_0127,dynamic,1,1,27263,28039
s_0128,dynamic,1,1,33222,33467
s_0129,dynamic,1,1,38475,38508
s_0130,dynamic,1,1,31687,33486
s_0131,dynamic,1,1,25932,26520
s_0132,dynamic,1,1,24478,24694
s_0133,dynamic,1,1,24463,24552
s_0134,dynamic,1,1,34392,35468
s_0135,dynamic,1,1,40151,40267
s_0136,dynamic,1,1,40825,40825
s_0137,dynamic,1,1,15261,15535
s_0138,dynamic,1,1,13619,13863
s_0139,dynamic,1,1,34616,35771
s_0140,dynamic,1,1,38028,38612
s_0141,dynamic,1,1,16364,16906
s_0142,dynamic,1,1,12005,12094
s_0143,dynamic,1,1,37557,37700
s_0144,dynamic,1,1,30377,30475
s_0145,dynamic,1,1,35758,35758
s_0146,dynamic,1,1,29591,30113
s_0147,dynamic,1,1,20345,20345
s_0148,dynamic,1,1,25010,25231
s_0149,dynamic,1,1,23797,23797
s_0150,dynamic,1,1,43478,45189
s_0151,dynamic,1,1,15924,16448
s_0152,dynamic,1,1,35538,35918
s_0153,dynamic,1,1,27721,27721
s_0154,dynamic,1,1,17715,17899
s_0155,dynamic,1,1,37954,37954
s_0156,dynamic,1,1,52942,53268
s_0157,dynamic,0,0,13564,15131
s_0158,dynamic,1,1,72500,72630
s_0159,dynamic,1,1,35278,35290
s_0160,dynamic,1,1,27182,28573
s_0161,dynamic,1,1,30721,31180
s_0162,dynamic,1,1,35618,35618
s_0163,dynamic,1,1,41850,42168
s_0164,dynamic,1,1,22126,22300
s_0165,dynamic,1,1,39469,39469
s_0166,dynamic,1,1,17524,17650
s_0167,dynamic,1,1,13093,14772
s_0168,dynamic,1,1,35316,36789
s_0169,dynamic,1,1,16047,16047
s_0170,dynamic,1,1,34353,34513
s_0171,dynamic,1,1,25160,25160
s_0172,dynamic,1,1,60591,60591
s_0173,dynamic,1,1,33483,33528
s_0174,dynamic,1,1,26614,27386
s_0175,dynamic,1,1,42846,42846
s_0176,dynamic,1,1,32925,33356
s_0177,dynamic,1,1,33009,33659
s_0178,dynamic,1,1,18380,18380
s_0179,dynamic,0,0,50102,54759
s_0180,dynamic,1,1,28408,29555
s_0181,dynamic,1,1,22123,22260
s_0182,dynamic,1,1,49802,51613
s_0183,dynamic,1,1,46573,46573
s_0184,dynamic,1,1,51453,51931
s_0185,dynamic,0,1,26222,26496
s_0186,dynamic,1,1,36619,37448
s_0187,dynamic,1,1,24394,24852
s_0188,dynamic,1,1,61634,61914
s_0189,dynamic,1,1,61227,62745
s_0190,dynamic,1,1,50698,51655
s_0191,dynamic,1,1,34464,34464
s_0192,dynamic,1,1,31566,31826
s_0193,dynamic,1,1,56485,56830
s_0194,dynamic,1,1,45111,46468
s_0195,dynamic,0,1,39676,39704
s_0196,dynamic,1,1,23087,23459
s_0197,dynamic,1,1,31017,33722
s_0198,dynamic,1,1,27870,29731
s_0199,dynamic,1,1,33787,35607
s_0200,dynamic,1,1,35567,35733
s_0201,dynamic,0,1,31300,31696
s_0202,dynamic,1,1,26414,27647
s_0203,dynamic,1,1,15064,16177
s_0204,dynamic,1,1,41751,42487
s_0205,dynamic,1,1,26819,27851
s_0206,dynamic,1,1,24392,25372
s_0207,dynamic,1,1,30853,31437
s_0208,dynamic,1,1,19139,19225
s_0209,dynamic,1,1,22918,22918
s_0210,dynamic,1,1,37273,37818
s_0211,dynamic,1,1,34156,34375
s_0212,dynamic,1,1,24455,24455
s_0213,dynamic,1,1,30411,31059
s_0214,dynamic,1,1,71330,72734
s_0215,dynamic,1,1,19333,21095
s_0216,dynamic,1,1,16645,17105
s_0217,dynamic,1,1,14199,16115
s_0218,dynamic,1,1,47362,47362
s_0219,dynamic,0,1,36387,38125
s_0220,dynamic,1,1,19880,21489
s_0221,dynamic,1,1,49180,49986
s_0222,dynamic,1,1,24645,25074
s_0223,dynamic,1,1,42175,42287
s_0224,dynamic,1,1,23754,23844
s_0225,dynamic,1,1,27539,28969
s_0226,dynamic,1,1,42158,43169
s_0227,dynamic,1,1,12095,13641
s_0228,dynamic,1,1,41693,41896
s_0229,dynamic,1,1,24453,24639
s_0230,dynamic,1,1,19782,20581
s_0231,dynamic,1,1,24595,25144
s_0232,dynamic,1,1,31010,31120
s_0233,dynamic,1,1,12596,14982
s_0234,dynamic,1,1,46177,46689
s_0235,dynamic,1,1,24827,25343
s_0236,dynamic,1,1,41214,41214
s_0237,dynamic,1,1,42578,42732
s_0238,dynamic,1,1,28190,30206
s_0239,dynamic,1,1,47799,48411
s_0240,dynamic,1,1,11169,12496
s_0241,dynamic,1,1,56180,57310
s_0242,dynamic,1,1,39565,39628
s_0243,dynamic,1,1,28376,29087
s_0244,dynamic,1,1,29369,29430
s_0245,dynamic,1,1,31433,31847
s_0246,dynamic,1,1,21373,21570
s_0247,dynamic,1,1,44435,46369
s_0248,dynamic,1,1,39225,39256
s_0249,dynamic,1,1,29813,32874
s_0250,dynamic,1,1,22036,22235
s_0251,dynamic,1,1,47971,54047
s_0252,dynamic,1,1,22262,22383
s_0253,dynamic,1,1,32699,32699
s_0254,dynamic,1,1,60664,61896
s_0255,dynamic,1,1,31489,31563
s_0256,dynamic,1,1,35709,36738
s_0257,dynamic,1,1,44727,45448
s_0258,dynamic,1,1,20570,20570
s_0259,dynamic,1,1,33791,42828
s_0260,dynamic,1,1,49154,49926
s_0261,dynamic,1,1,32688,32964
s_0262,dynamic,1,1,16588,16842
s_0263,dynamic,1,1,24005,28016
s_0264,dynamic,1,1,12764,12764
s_0265,dynamic,1,1,43502,43502
s_0266,dynamic,1,1,21882,22487
s_0267,dynamic,1,1,30758,31033
s_0268,dynamic,1,1,30305,30648
s_0269,dynamic,1,1,26049,29404
s_0270,dynamic,1,1,27114,27357
s_0271,dynamic,1,1,25993,26630
s_0272,dynamic,1,1,15890,16293
s_0273,dynamic,0,1,17317,17317
s_0274,dynamic,1,1,29417,29417
s_0275,dynamic,1,1,39816,39892
s_0276,dynamic,1,1,32632,33317
s_0277,dynamic,1,1,21957,21957
s_0278,dynamic,1,1,35309,35380
s_0279,dynamic,1,1,16049,16049
s_0280,dynamic,1,1,13320,13632
s_0281,dynamic,1,1,22557,22557
s_0282,dynamic,1,1,18779,19634
s_0283,dynamic,1,1,43970,44530
s_0284,dynamic,1,1,30997,30997
s_0285,dynamic,1,1,22847,22872
s_0286,dynamic,1,1,34992,36300
s_0287,dynamic,1,1,32998,33584
s_0288,dynamic,1,1,42844,43925
s_0289,dynamic,1,1,21397,21397
s_0290,dynamic,1,1,19191,19746
s_0291,dynamic,1,1,6309,6309
s_0292,dynamic,1,1,40846,43346
s_0293,dynamic,1,1,28783,29395
s_0294,dynamic,1,1,19994,20626
s_0295,dynamic,1,1,34069,34562
s_0296,dynamic,1,1,36642,36762
s_0297,dynamic,1,1,32989,32989
s_0298,dynamic,1,1,23353,27144
s_0299,dynamic,0,1,38249,40699
s_0300,dynamic,1,1,21330,21340
s_0301,dynamic,1,1,44436,44771
s_0302,dynamic,0,0,25517,30524
s_0303,dynamic,1,1,28303,28374
s_0304,dynamic,0,1,35010,37348
s_0305,dynamic,1,1,23432,24330
s_0306,dynamic,1,1,27066,28299
s_0307,dynamic,1,1,28468,29169
s_0308,dynamic,1,1,25483,25483
s_0309,dynamic,1,1,40788,41985
s_0310,dynamic,1,1,23434,25615
s_0311,dynamic,1,1,20553,25823
s_0312,dynamic,1,1,27958,30343
s_0313,dynamic,1,1,36232,37009
s_0314,dynamic,1,1,57420,57420
s_0315,dynamic,1,1,16752,16752
s_0316,dynamic,1,1,17106,17373
s_0317,dynamic,1,1,30986,31867
s_0318,dynamic,1,1,37583,37583
s_0319,dynamic,1,1,35148,35857
s_0320,dynamic,1,1,39719,39924
s_0321,dynamic,1,1,34898,35426
s_0322,dynamic,1,1,34609,35038
s_0323,dynamic,1,1,26709,28498
s_0324,dynamic,1,1,26448,26448
s_0325,dynamic,1,1,23304,23390
s_0326,dynamic,1,1,19910,20976
s_0327,dynamic,1,1,41246,41316
s_0328,dynamic,1,1,15342,18746
s_0329,dynamic,1,1,42900,43495
s_0330,dynamic,1,1,16297,16719
s_0331,dynamic,1,1,27181,27357
s_0332,dynamic,1,1,31586,32307
s_0333,dynamic,1,1,28342,29756
s_0334,dynamic,1,1,31682,31682
s_0335,dynamic,0,0,34966,37924
s_0336,dynamic,1,1,21923,21923
s_0337,dynamic,1,1,15943,19818
s_0338,dynamic,1,1,19232,20102
s_0339,dynamic,1,1,54180,54906
s_0340,dynamic,1,1,12123,13767
s_0341,dynamic,1,1,47486,47879
s_0342,dynamic,1,1,36681,37574
s_0343,dynamic,1,1,30534,30897
s_0344,dynamic,1,1,29031,31719
s_0345,dynamic,1,1,23317,25098
s_0346,dynamic,1,1,28897,29810
s_0347,dynamic,1,1,15612,16984
s_0348,dynamic,1,1,27318,27318
s_0349,dynamic,1,1,33826,34050
s_0350,dynamic,1,1,28760,29791
s_0351,dynamic,1,1,62825,63310
s_0352,dynamic,1,1,17138,17138
s_0353,dynamic,1,1,36671,37520
s_0354,dynamic,0,1,18787,19974
s_0355,dynamic,1,1,31044,31790
s_0356,dynamic,1,1,25148,25148
s_0357,dynamic,1,1,20892,21019
s_0358,dynamic,1,1,12416,12645
s_0359,dynamic,1,1,28589,28589
s_0360,dynamic,1,1,18038,18484
s_0361,dynamic,1,1,26178,26204
s_0362,dynamic,1,1,35051,35051
s_0363,dynamic,1,1,21151,21151
s_0364,dynamic,1,1,23464,23716
s_0365,dynamic,1,1,48910,49245
s_0366,dynamic,1,1,65305,65758
s_0367,dynamic,1,1,33344,33344
s_0368,dynamic,1,1,26227,26680
s_0369,dynamic,1,1,24903,26214
s_0370,dynamic,1,1,32402,33395
s_0371,dynamic,1,1,33385,34036
s_0372,dynamic,1,1,31001,31376
s_0373,dynamic,1,1,67799,71355
s_0374,dynamic,1,1,37816,37816
s_0375,dynamic,1,1,40379,40972
s_0376,dynamic,1,1,25559,27018
s_0377,dynamic,0,1,23655,23791
s_0378,dynamic,1,1,30077,30077
s_0379,dynamic,1,1,24285,25412
s_0380,dynamic,1,1,21960,22238
s_0381,dynamic,1,1,36870,37859
s_0382,dynamic,1,1,16728,18560
s_0383,dynamic,1,1,45291,47484
s_0384,dynamic,1,1,19331,19331
s_0385,dynamic,1,1,38029,40256
s_0386,dynamic,1,1,27951,28999
s_0387,dynamic,1,1,30681,33658
s_0388,dynamic,1,1,26510,26510
s_0389,dynamic,1,1,37911,37911
s_0390,dynamic,1,1,27214,27214
s_0391,dynamic,1,1,34270,34287
s_0392,dynamic,1,1,24249,26312
s_0393,dynamic,0,1,44606,45038
s_0394,dynamic,1,1,21565,21824
s_0395,dynamic,1,1,44076,45509
s_0396,dynamic,1,1,29363,29676
s_0397,dynamic,1,1,32227,32227
s_0398,dynamic,1,1,28818,28818
s_0399,dynamic,1,1,41137,41199
s_0400,dynamic,1,1,26385,26934
s_0401,dynamic,1,1,38604,38604
s_0402,dynamic,1,1,39248,45267
s_0403,dynamic,1,1,49345,49452
s_0404,dynamic,0,1,23102,23352
s_0405,dynamic,1,1,12424,12745
s_0406,dynamic,1,1,28975,29700
s_0407,dynamic,1,1,28518,28771
s_0408,dynamic,1,1,29955,30027
s_0409,dynamic,1,1,19878,19878
s_0410,dynamic,1,1,61222,62850
s_0411,dynamic,1,1,18957,19045
s_0412,dynamic,1,1,44220,46152
s_0413,dynamic,1,1,36307,36307
s_0414,dynamic,1,1,21359,21359
s_0415,dynamic,1,1,12678,12988
s_0416,dynamic,1,1,18306,18306
s_0417,dynamic,1,1,35583,36030
s_0418,dynamic,1,1,37560,39124
s_0419,dynamic,1,1,32606,34338
s_0420,dynamic,1,1,19413,20526
s_0421,dynamic,1,1,45066,45066
s_0422,dynamic,1,1,21709,22013
s_0423,dynamic,0,1,31539,31734
s_0424,dynamic,1,1,28132,28132
s_0425,dynamic,1,1,31482,31765
s_0426,dynamic,1,1,45533,45698
s_0427,dynamic,1,1,19103,20373
s_0428,dynamic,1,1,22687,23731
s_0429,dynamic,1,1,35924,36423
s_0430,dynamic,1,1,26128,26344
s_0431,dynamic,0,0,21758,21879
s_0432,dynamic,1,1,33028,33370
s_0433,dynamic,1,1,29237,29237
s_0434,dynamic,1,1,51155,52262
s_0435,dynamic,1,1,11909,12598
s_0436,dynamic,1,1,25505,26249
s_0437,dynamic,1,1,32321,33259
s_0438,dynamic,1,1,21043,21431
s_0439,dynamic,1,1,19881,20274
s_0440,dynamic,0,1,40451,40730
s_0441,dynamic,0,0,30281,31108
s_0442,dynamic,1,1,25472,30292
s_0443,dynamic,1,1,25092,26281
s_0444,dynamic,1,1,20086,20202
s_0445,dynamic,1,1,20447,20447
s_0446,dynamic,1,1,28927,29387
s_0447,dynamic,1,1,29631,32323
s_0448,dynamic,1,1,18465,18465
s_0449,dynamic,1,1,30216,30382
s_0450,dynamic,1,1,24886,25755
s_0451,dynamic,1,1,29593,33014
s_0452,dynamic,1,1,25061,25061
s_0453,dynamic,1,1,29489,30835
s_0454,dynamic,1,1,23695,23695
s_0455,dynamic,1,1,31563,32789
s_0456,dynamic,1,1,25571,26057
s_0457,dynamic,1,1,40087,40249
s_0458,dynamic,1,1,32081,32081
s_0459,dynamic,1,1,18662,19416
s_0460,dynamic,1,1,17719,18334
s_0461,dynamic,1,1,35774,36266
s_0462,dynamic,1,1,25935,27277
s_0463,dynamic,1,1,34992,35421
s_0464,dynamic,1,1,19040,19924
s_0465,dynamic,1,1,21917,23136
s_0466,dynamic,1,1,25450,25619
s_0467,dynamic,1,1,29265,30343
s_0468,dynamic,1,1,22362,22900
s_0469,dynamic,1,1,40918,41167
s_0470,dynamic,0,1,32227,32227
s_0471,dynamic,1,1,25026,25026
s_0472,dynamic,1,1,15802,15802
s_0473,dynamic,1,1,19300,19300
s_0474,dynamic,1,1,43714,45862
s_0475,dynamic,1,1,32808,33094
s_0476,dynamic,1,1,44700,44751
s_0477,dynamic,1,1,52053,53370
s_0478,dynamic,1,1,56803,57115
s_0479,dynamic,1,1,26183,26435
s_0480,dynamic,1,1,28017,28733
s_0481,dynamic,1,1,26944,26944
s_0482,dynamic,1,1,23483,23825
s_0483,dynamic,1,1,38275,38636
s_0484,dynamic,1,1,28394,31578
s_0485,dynamic,1,1,42233,42233
s_0486,dynamic,1,1,38407,38445
s_0487,dynamic,1,1,21778,27786
s_0488,dynamic,1,1,60206,60206
s_0489,dynamic,1,1,25101,25650
s_0490,dynamic,1,1,21837,22922
s_0491,dynamic,1,1,20791,21594
s_0492,dynamic,1,1,37596,37877
s_0493,dynamic,1,1,21168,21546
s_0494,dynamic,1,1,17858,17915
s_0495,dynamic,1,1,21449,22081
s_0496,dynamic,1,1,33458,39153
s_0497,dynamic,1,1,20584,20916
s_0498,dynamic,1,1,25161,26733
s_0499,dynamic,1,1,44065,44363
s_0500,dynamic,1,1,34954,35991
s_0501,dynamic,1,1,40731,40799
s_0502,dynamic,1,1,36466,38992
s_0503,dynamic,1,1,27448,27472
s_0504,dynamic,1,1,24750,24750
s_0505,dynamic,1,1,34516,34815
s_0506,dynamic,1,1,39564,39564
s_0507,dynamic,1,1,50112,50199
s_0508,dynamic,0,1,38210,38210
s_0509,dynamic,1,1,44133,44458
s_0510,dynamic,1,1,31069,31788
s_0511,dynamic,1,1,34066,34483
s_0512,dynamic,0,1,23643,23961
s_0513,dynamic,1,1,34781,36361
s_0514,dynamic,1,1,40459,40459
s_0515,dynamic,1,1,37234,37842
s_0516,dynamic,0,0,19967,20070
s_0517,dynamic,1,1,19779,20422
s_0518,dynamic,1,1,35929,36130
s_0519,dynamic,1,1,32064,33606
s_0520,dynamic,1,1,38796,38921
s_0521,dynamic,1,1,39137,39578
s_0522,dynamic,1,1,31030,32008
s_0523,dynamic,1,1,22121,23867
s_0524,dynamic,1,1,33748,35036
s_0525,dynamic,1,1,54996,55132
s_0526,dynamic,0,0,37937,37937
s_0527,dynamic,1,1,42581,42840
s_0528,dynamic,1,1,42517,43294
s_0529,dynamic,1,1,27652,28453
s_0530,dynamic,1,1,24234,24359
s_0531,dynamic,1,1,21794,22261
s_0532,dynamic,1,1,26714,27524
s_0533,dynamic,1,1,47041,47041
s_0534,dynamic,1,1,30239,30312
s_0535,dynamic,1,1,13992,14030
s_0536,dynamic,1,1,21232,21232
s_0537,dynamic,1,1,29575,29807
s_0538,dynamic,1,1,15134,15481
s_0539,dynamic,1,1,31127,31363
s_0540,dynamic,1,1,29610,30150
s_0541,dynamic,1,1,17349,17349
s_0542,dynamic,1,1,30899,30899
s_0543,dynamic,1,1,28431,28431
s_0544,dynamic,1,1,40692,41164
s_0545,dynamic,1,1,69681,69689
s_0546,dynamic,0,0,35097,35097
s_0547,dynamic,1,1,30623,30631
s_0548,dynamic,1,1,29075,29461
s_0549,dynamic,1,1,25834,25834
s_0550,dynamic,1,1,30457,31146
s_0551,dynamic,1,1,32573,32903
s_0552,dynamic,1,1,28826,29021
s_0553,dynamic,1,1,24891,24891
s_0554,dynamic,1,1,20387,20387
s_0555,dynamic,1,1,38621,38621
s_0556,dynamic,1,1,22258,22768
s_0557,dynamic,1,1,27603,27737
s_0558,dynamic,1,1,42921,44514
s_0559,dynamic,1,1,42131,46826
s_0560,dynamic,1,1,24999,25666
s_0561,dynamic,1,1,40045,40045
s_0562,dynamic,0,0,25548,25548
s_0563,dynamic,1,1,29855,29855
s_0564,dynamic,1,1,35286,35361
s_0565,dynamic,1,1,26304,27161
s_0566,dynamic,1,1,27560,27867
s_0567,dynamic,1,1,15737,18093
s_0568,dynamic,1,1,22440,22440
s_0569,dynamic,0,1,10837,10837
s_0570,dynamic,1,1,19399,20311
s_0571,dynamic,1,1,48681,49457
s_0572,dynamic,1,1,37684,40070
s_0573,dynamic,1,1,28486,28486
s_0574,dynamic,1,1,44732,45393
s_0575,dynamic,1,1,45841,45912
s_0576,dynamic,1,1,19282,19282
s_0577,dynamic,1,1,54388,54779
s_0578,dynamic,1,1,38704,41932
s_0579,dynamic,1,1,19788,20745
s_0580,dynamic,1,1,32568,33566
