# RQ7 -- the budget-normalised control arms, per class (tab:rq7_controls).
# Same 2,000 classes as per_class_controls.csv, and for zero-shot and dynamic the same
# draw: compiled_loop_off equals compiled_initially there and tokens_loop_on equals tokens.
# tokens_loop_off is generation alone; tokens_loop_on adds 6,400 per correction iteration.
# compiled_loop_on is a superset of compiled_loop_off: the loop only repairs what failed.
class_id,loc,cyclomatic_complexity,arm,llm_calls,tokens,compiled_initially,mutation_score
s_1367,616,24,b-budget,6,25176,1,60.29
s_1368,506,22,b-budget,6,37764,1,54.96
s_1369,955,71,b-budget,6,34067,1,73.60
s_1370,865,40,b-budget,6,33680,1,63.21
s_1371,4652,229,b-budget,6,33125,0,
s_1372,698,66,b-budget,6,29872,1,67.07
s_1373,650,33,b-budget,6,33669,1,71.36
s_1374,2230,121,b-budget,6,26362,0,
s_1375,1318,70,b-budget,6,21209,1,48.23
s_1376,464,27,b-budget,6,33838,1,68.66
s_1377,808,45,b-budget,6,20228,1,50.39
s_1378,551,16,b-budget,6,56968,1,83.89
s_1379,864,33,b-budget,6,21577,0,
s_1380,583,16,b-budget,6,29455,1,76.41
s_1381,1133,31,b-budget,6,38179,1,66.72
s_1382,1307,85,b-budget,6,26645,0,
s_1383,1151,48,b-budget,6,46236,1,69.73
s_1384,884,29,b-budget,6,28895,1,76.22
s_1385,1385,49,b-budget,6,55748,0,
s_1386,5662,404,b-budget,6,38056,0,
s_1387,369,24,b-budget,6,33961,1,79.21
s_1388,1289,60,b-budget,6,36983,1,63.85
s_1389,1340,70,b-budget,6,19515,0,
s_1390,593,50,b-budget,6,27346,1,57.56
s_1391,405,22,b-budget,6,43617,1,74.07
s_1392,498,40,b-budget,6,49578,1,68.87
s_1393,950,30,b-budget,6,73429,0,
s_1394,388,11,b-budget,6,24903,1,67.21
s_1395,1144,45,b-budget,6,14065,1,60.83
s_1396,857,53,b-budget,6,60307,1,51.56
s_1397,1898,122,b-budget,6,42823,0,
s_1398,466,37,b-budget,6,33445,1,83.02
s_1399,226,19,b-budget,6,26357,1,54.61
s_1400,2306,118,b-budget,6,26305,1,45.04
s_1401,427,22,b-budget,6,39407,1,55.62
s_1402,403,22,b-budget,6,22371,1,50.82
s_1403,701,53,b-budget,6,36384,1,53.45
s_1404,1056,39,b-budget,6,43490,1,50.51
s_1405,325,23,b-budget,6,22801,0,
s_1406,936,60,b-budget,6,27093,1,58.66
s_1407,1333,42,b-budget,6,32125,1,49.27
s_1408,2100,38,b-budget,6,37206,1,78.12
s_1409,797,49,b-budget,6,31961,0,
s_1410,938,38,b-budget,6,35479,0,
s_1411,464,27,b-budget,6,28790,1,83.89
s_1412,188,9,b-budget,6,47100,1,75.09
s_1413,1766,70,b-budget,6,58001,1,64.06
s_1414,502,38,b-budget,6,27538,1,72.99
s_1415,1192,42,b-budget,6,39872,1,67.33
s_1416,1213,39,b-budget,6,31862,1,61.13
s_1417,680,37,b-budget,6,47797,0,
s_1418,564,29,b-budget,6,19251,1,78.43
s_1419,1364,78,b-budget,6,20746,1,66.40
s_1420,738,58,b-budget,6,28691,1,64.51
s_1421,1963,126,b-budget,6,23859,1,57.07
s_1422,1317,85,b-budget,6,33945,0,
s_1423,672,32,b-budget,6,20358,1,49.45
s_1424,394,29,b-budget,6,33544,1,45.56
s_1425,167,10,b-budget,6,34279,1,75.72
s_1426,1124,43,b-budget,6,31392,0,
s_1427,1170,39,b-budget,6,35490,1,72.02
s_1428,388,17,b-budget,6,23549,1,64.80
s_1429,231,19,b-budget,6,43726,1,53.83
s_1430,3395,146,b-budget,6,33787,1,66.29
s_1431,926,49,b-budget,6,30469,1,52.39
s_1432,1279,53,b-budget,6,30837,1,62.75
s_1433,423,41,b-budget,6,20985,1,65.80
s_1434,482,38,b-budget,6,19831,1,66.24
s_1435,1028,78,b-budget,6,28179,1,61.43
s_1436,3201,151,b-budget,6,42516,1,58.40
s_1437,295,20,b-budget,6,39272,1,63.32
s_1438,912,44,b-budget,6,31813,0,
s_1439,146,16,b-budget,6,31473,1,81.10
s_1440,687,38,b-budget,6,30827,0,
s_1441,396,26,b-budget,6,28239,0,
s_1442,847,39,b-budget,6,33854,1,71.97
s_1443,371,14,b-budget,6,29288,1,63.23
s_1444,411,26,b-budget,6,42101,1,75.11
s_1445,1015,57,b-budget,6,23220,1,56.54
s_1446,175,11,b-budget,6,45108,1,94.94
s_1447,597,42,b-budget,6,30641,1,64.64
s_1448,377,31,b-budget,6,27211,1,55.36
s_1449,2663,83,b-budget,6,28556,0,
s_1450,3852,200,b-budget,6,40730,0,
s_1451,1139,54,b-budget,6,22907,1,67.31
s_1452,899,56,b-budget,6,47042,1,85.28
s_1453,754,43,b-budget,6,41608,1,54.93
s_1454,1944,91,b-budget,6,53939,1,65.30
s_1455,573,24,b-budget,6,39902,1,48.67
s_1456,2556,79,b-budget,6,37945,0,
s_1457,360,18,b-budget,6,42227,1,46.12
s_1458,166,11,b-budget,6,46806,1,78.64
s_1459,420,21,b-budget,6,38192,1,54.07
s_1460,151,8,b-budget,6,24146,1,58.21
s_1461,545,22,b-budget,6,44807,1,61.87
s_1462,131,8,b-budget,6,23460,1,75.96
s_1463,874,43,b-budget,6,35860,0,
s_1464,1111,42,b-budget,6,24250,0,
s_1465,691,57,b-budget,6,43119,1,63.90
s_1466,657,26,b-budget,6,25443,1,56.64
s_1467,905,59,b-budget,6,34312,0,
s_1468,1932,83,b-budget,6,49814,1,51.20
s_1469,525,27,b-budget,6,55460,0,
s_1470,339,19,b-budget,6,55236,1,43.46
s_1471,1255,65,b-budget,6,53585,1,67.37
s_1472,3111,107,b-budget,6,38210,0,
s_1473,1183,76,b-budget,6,35384,1,53.41
s_1474,717,28,b-budget,6,54456,1,44.55
s_1475,4506,118,b-budget,6,35182,0,
s_1476,613,37,b-budget,6,41674,1,58.29
s_1477,433,20,b-budget,6,41036,1,68.36
s_1478,2843,148,b-budget,6,44153,0,
s_1479,1208,63,b-budget,6,31119,0,
s_1480,318,13,b-budget,6,39637,1,73.89
s_1481,80,10,b-budget,6,26171,1,55.93
s_1482,1887,111,b-budget,6,39896,1,72.55
s_1483,967,66,b-budget,6,24395,1,80.29
s_1484,337,22,b-budget,6,31696,1,75.01
s_1485,2375,108,b-budget,6,31442,0,
s_1486,964,69,b-budget,6,58643,0,
s_1487,904,36,b-budget,6,27042,0,
s_1488,955,44,b-budget,6,45254,1,44.82
s_1489,275,18,b-budget,6,52766,1,58.39
s_1490,257,13,b-budget,6,19220,1,43.38
s_1491,248,15,b-budget,6,30628,1,62.37
s_1492,2758,153,b-budget,6,23238,1,60.40
s_1493,552,20,b-budget,6,38665,1,66.92
s_1494,2271,84,b-budget,6,35609,0,
s_1495,1595,30,b-budget,6,30810,1,69.16
s_1496,590,59,b-budget,6,42747,0,
s_1497,1289,49,b-budget,6,29770,0,
s_1498,504,23,b-budget,6,30257,0,
s_1499,650,18,b-budget,6,31805,1,40.86
s_1500,1488,101,b-budget,6,34133,0,
s_1501,788,25,b-budget,6,26558,0,
s_1502,487,42,b-budget,6,24110,0,
s_1503,2131,140,b-budget,6,42619,1,71.30
s_1504,531,16,b-budget,6,33700,1,61.19
s_1505,629,31,b-budget,6,24999,1,49.53
s_1506,860,36,b-budget,6,23906,1,83.64
s_1507,472,28,b-budget,6,34496,1,58.76
s_1508,733,50,b-budget,6,42687,1,67.83
s_1509,282,8,b-budget,6,24516,0,
s_1510,287,11,b-budget,6,27945,1,76.48
s_1511,2487,77,b-budget,6,28998,1,56.04
s_1512,1020,40,b-budget,6,25306,1,65.05
s_1513,809,41,b-budget,6,31511,1,48.42
s_1514,257,18,b-budget,6,44767,1,58.34
s_1515,577,33,b-budget,6,37404,1,58.31
s_1516,759,61,b-budget,6,48998,1,64.40
s_1517,803,35,b-budget,6,29735,1,64.71
s_1518,554,31,b-budget,6,44860,1,61.95
s_1519,1704,111,b-budget,6,23781,1,47.44
s_1520,151,13,b-budget,6,27167,1,61.88
s_1521,1357,91,b-budget,6,40855,1,62.37
s_1522,148,11,b-budget,6,27472,1,59.74
s_1523,552,27,b-budget,6,37388,1,85.39
s_1524,825,38,b-budget,6,36955,1,70.49
s_1525,1525,53,b-budget,6,38667,1,64.08
s_1526,790,54,b-budget,6,42514,1,80.98
s_1527,709,38,b-budget,6,42326,1,67.49
s_1528,544,38,b-budget,6,41692,1,70.13
s_1529,367,25,b-budget,6,53407,1,75.86
s_1530,614,27,b-budget,6,54930,0,
s_1531,2583,204,b-budget,6,31649,0,
s_1532,464,20,b-budget,6,31034,1,77.15
s_1533,300,21,b-budget,6,33791,1,58.87
s_1534,5635,321,b-budget,6,36426,0,
s_1535,952,35,b-budget,6,22201,0,
s_1536,481,27,b-budget,6,46353,1,69.65
s_1537,205,17,b-budget,6,35026,1,66.70
s_1538,1823,94,b-budget,6,40100,1,24.02
s_1539,641,32,b-budget,6,66103,1,50.28
s_1540,993,58,b-budget,6,57210,1,75.72
s_1541,2260,114,b-budget,6,34193,1,74.03
s_1542,271,15,b-budget,6,26775,1,67.12
s_1543,1936,94,b-budget,6,24555,1,56.66
s_1544,506,26,b-budget,6,46046,1,82.05
s_1545,1203,47,b-budget,6,29787,0,
s_1546,749,25,b-budget,6,44085,1,72.05
s_1547,935,50,b-budget,6,48472,1,39.50
s_1548,821,36,b-budget,6,26591,1,75.26
s_1549,455,18,b-budget,6,40766,1,57.57
s_1550,2397,58,b-budget,6,38627,0,
s_1551,138,7,b-budget,6,38043,1,80.35
s_1552,93,7,b-budget,6,47531,1,70.41
s_1553,1004,73,b-budget,6,20200,1,53.00
s_1554,2798,108,b-budget,6,59990,1,74.64
s_1555,861,29,b-budget,6,25397,1,55.92
s_1556,1007,59,b-budget,6,19889,1,94.87
s_1557,846,48,b-budget,6,35018,1,43.39
s_1558,732,46,b-budget,6,33319,1,65.63
s_1559,1189,49,b-budget,6,40910,1,61.21
s_1560,555,38,b-budget,6,9804,1,73.31
s_1561,1650,75,b-budget,6,35680,1,48.37
s_1562,574,21,b-budget,6,30840,1,58.90
s_1563,865,26,b-budget,6,18724,0,
s_1564,695,39,b-budget,6,24538,1,56.03
s_1565,1358,50,b-budget,6,30255,1,56.71
s_1566,1890,73,b-budget,6,27033,1,66.51
s_1567,346,18,b-budget,6,26287,1,56.66
s_1568,190,15,b-budget,6,32934,1,83.85
s_1569,606,29,b-budget,6,32803,0,
s_1570,658,31,b-budget,6,37177,0,
s_1571,97,9,b-budget,6,38503,1,69.61
s_1572,552,45,b-budget,6,25333,1,58.23
s_1573,202,21,b-budget,6,45792,1,63.99
s_1574,852,32,b-budget,6,40695,1,69.70
s_1575,858,56,b-budget,6,60689,1,44.42
s_1576,591,36,b-budget,6,35075,1,55.75
s_1577,692,32,b-budget,6,24864,0,
s_1578,840,44,b-budget,6,35814,1,79.93
s_1579,974,57,b-budget,6,44995,1,65.98
s_1580,1385,84,b-budget,6,29162,1,55.09
s_1581,1253,73,b-budget,6,17018,1,57.49
s_1582,722,44,b-budget,6,48970,1,58.58
s_1583,1759,131,b-budget,6,29391,0,
s_1584,586,49,b-budget,6,37597,1,75.25
s_1585,228,17,b-budget,6,28916,1,56.20
s_1586,1032,40,b-budget,6,38453,0,
s_1587,486,19,b-budget,6,47915,1,70.48
s_1588,303,17,b-budget,6,37847,1,60.73
s_1589,1933,50,b-budget,6,16089,1,47.46
s_1590,164,12,b-budget,6,23029,0,
s_1591,57,7,b-budget,6,49865,1,73.65
s_1592,4287,253,b-budget,6,28633,1,47.66
s_1593,877,56,b-budget,6,21695,1,57.23
s_1594,478,49,b-budget,6,21937,0,
s_1595,1002,44,b-budget,6,26746,0,
s_1596,666,36,b-budget,6,56702,1,55.73
s_1597,2256,141,b-budget,6,23364,1,49.98
s_1598,569,50,b-budget,6,33239,1,38.37
s_1599,488,25,b-budget,6,32490,1,70.81
s_1600,1057,56,b-budget,6,45017,1,68.76
s_1601,1337,62,b-budget,6,24288,0,
s_1602,748,28,b-budget,6,28534,0,
s_1603,316,14,b-budget,6,24074,1,72.65
s_1604,184,26,b-budget,6,35976,1,44.67
s_1605,808,42,b-budget,6,42470,1,51.59
s_1606,521,59,b-budget,6,40295,1,42.39
s_1607,327,25,b-budget,6,25718,1,53.05
s_1608,408,20,b-budget,6,34422,1,79.98
s_1609,805,37,b-budget,6,27049,1,71.51
s_1610,789,50,b-budget,6,33404,1,48.66
s_1611,1212,52,b-budget,6,41596,1,75.11
s_1612,276,10,b-budget,6,38649,1,80.05
s_1613,3385,86,b-budget,6,53569,1,65.45
s_1614,1237,56,b-budget,6,25699,0,
s_1615,1313,132,b-budget,6,34476,1,55.18
s_1616,489,29,b-budget,6,29860,1,69.34
s_1617,828,62,b-budget,6,60986,0,
s_1618,108,7,b-budget,6,17211,1,83.84
s_1619,1322,62,b-budget,6,31342,0,
s_1620,976,61,b-budget,6,21313,1,43.09
s_1621,1371,72,b-budget,6,49304,1,35.67
s_1622,9918,362,b-budget,6,33684,0,
s_1623,1159,99,b-budget,6,27768,1,60.81
s_1624,3231,219,b-budget,6,23201,0,
s_1625,862,41,b-budget,6,40785,1,53.68
s_1626,189,15,b-budget,6,36807,1,63.42
s_1627,414,13,b-budget,6,51199,1,63.44
s_1628,1196,103,b-budget,6,40321,1,42.13
s_1629,672,42,b-budget,6,30480,1,49.97
s_1630,392,24,b-budget,6,22075,0,
s_1631,223,17,b-budget,6,29826,1,65.51
s_1632,325,15,b-budget,6,28910,1,66.98
s_1633,608,30,b-budget,6,24269,1,73.07
s_1634,689,53,b-budget,6,50333,1,51.92
s_1635,3504,163,b-budget,6,27363,1,50.10
s_1636,104,8,b-budget,6,29422,1,76.95
s_1637,389,13,b-budget,6,44225,1,75.38
s_1638,690,25,b-budget,6,21021,1,57.34
s_1639,1379,71,b-budget,6,25367,0,
s_1640,713,31,b-budget,6,28922,0,
s_1641,554,18,b-budget,6,49097,1,85.77
s_1642,1048,61,b-budget,6,37683,1,46.47
s_1643,727,35,b-budget,6,54567,1,62.22
s_1644,1763,104,b-budget,6,49871,0,
s_1645,2937,123,b-budget,6,27152,1,40.19
s_1646,2838,155,b-budget,6,32663,0,
s_1647,1844,116,b-budget,6,50566,0,
s_1648,215,8,b-budget,6,20580,1,83.96
s_1649,1029,50,b-budget,6,23481,1,51.00
s_1650,789,32,b-budget,6,45750,1,65.44
s_1651,3991,181,b-budget,6,35734,0,
s_1652,1105,44,b-budget,6,31625,1,55.47
s_1653,330,29,b-budget,6,52270,1,67.97
s_1654,1689,88,b-budget,6,28151,0,
s_1655,454,20,b-budget,6,46857,0,
s_1656,242,25,b-budget,6,51382,0,
s_1657,289,22,b-budget,6,41576,1,48.89
s_1658,1589,129,b-budget,6,57005,1,62.02
s_1659,320,11,b-budget,6,30236,1,72.71
s_1660,817,30,b-budget,6,89503,1,58.01
s_1661,1664,42,b-budget,6,28227,0,
s_1662,243,12,b-budget,6,52721,0,
s_1663,497,27,b-budget,6,41638,1,57.06
s_1664,1623,75,b-budget,6,29590,1,75.93
s_1665,296,18,b-budget,6,43992,1,59.56
s_1666,447,27,b-budget,6,45486,1,63.06
s_1667,77,4,b-budget,6,42181,1,56.45
s_1668,406,13,b-budget,6,21029,1,62.10
s_1669,659,49,b-budget,6,33051,1,27.43
s_1670,461,16,b-budget,6,44094,0,
s_1671,678,36,b-budget,6,32248,1,68.81
s_1672,1467,47,b-budget,6,35025,1,55.02
s_1673,113,8,b-budget,6,56491,1,66.77
s_1674,541,49,b-budget,6,31049,1,66.94
s_1675,706,41,b-budget,6,37446,1,49.94
s_1676,2132,99,b-budget,6,30213,0,
s_1677,461,35,b-budget,6,69941,1,66.84
s_1678,1097,47,b-budget,6,37508,1,77.79
s_1679,501,35,b-budget,6,32974,1,63.77
s_1680,238,9,b-budget,6,33407,0,
s_1681,1775,85,b-budget,6,38548,1,48.79
s_1682,503,24,b-budget,6,23213,0,
s_1683,199,20,b-budget,6,35057,1,64.78
s_1684,84,6,b-budget,6,24664,1,72.49
s_1685,5446,175,b-budget,6,41291,0,
s_1686,847,49,b-budget,6,41119,1,64.88
s_1687,293,14,b-budget,6,42711,1,49.65
s_1688,1119,57,b-budget,6,26529,1,55.41
s_1689,1243,73,b-budget,6,29626,1,39.40
s_1690,11670,389,b-budget,6,46359,0,
s_1691,350,20,b-budget,6,61965,1,72.08
s_1692,187,16,b-budget,6,50148,1,67.07
s_1693,553,48,b-budget,6,34284,0,
s_1694,1665,65,b-budget,6,30108,1,57.91
s_1695,1268,77,b-budget,6,43825,0,
s_1696,917,44,b-budget,6,28377,1,55.04
s_1697,1710,73,b-budget,6,14614,1,60.25
s_1698,390,24,b-budget,6,33411,1,77.00
s_1699,267,19,b-budget,6,27488,1,51.09
s_1700,597,24,b-budget,6,47591,1,60.07
s_1701,463,30,b-budget,6,64411,1,61.54
s_1702,795,46,b-budget,6,39727,1,71.28
s_1703,789,49,b-budget,6,53378,1,46.45
s_1704,429,18,b-budget,6,42562,1,83.34
s_1705,941,71,b-budget,6,32842,1,54.36
s_1706,1643,56,b-budget,6,30207,0,
s_1707,82,6,b-budget,6,35594,1,78.42
s_1708,889,59,b-budget,6,21958,1,56.38
s_1709,47,4,b-budget,6,29021,1,91.71
s_1710,1772,70,b-budget,6,19925,0,
s_1711,2152,113,b-budget,6,36095,1,67.80
s_1712,1066,73,b-budget,6,34095,1,62.77
s_1713,1387,63,b-budget,6,36829,0,
s_1714,737,63,b-budget,6,28981,1,53.23
s_1715,680,51,b-budget,6,21491,1,57.75
s_1716,4354,113,b-budget,6,26276,0,
s_1717,318,34,b-budget,6,21479,1,74.21
s_1718,898,52,b-budget,6,39352,1,62.86
s_1719,367,17,b-budget,6,46706,1,74.90
s_1720,284,14,b-budget,6,24630,1,38.22
s_1721,380,13,b-budget,6,27250,1,63.84
s_1722,243,17,b-budget,6,35244,1,80.10
s_1723,549,41,b-budget,6,40050,1,76.69
s_1724,1987,107,b-budget,6,33500,1,59.33
s_1725,1503,83,b-budget,6,25962,1,33.46
s_1726,2343,125,b-budget,6,69752,0,
s_1727,443,16,b-budget,6,32957,1,83.67
s_1728,456,14,b-budget,6,42542,1,58.02
s_1729,1273,37,b-budget,6,25301,1,65.20
s_1730,977,42,b-budget,6,41140,1,81.72
s_1731,8444,367,b-budget,6,20085,0,
s_1732,565,29,b-budget,6,26508,1,59.77
s_1733,253,21,b-budget,6,28062,1,57.77
s_1734,276,15,b-budget,6,42172,1,90.73
s_1735,676,48,b-budget,6,23760,0,
s_1736,793,42,b-budget,6,56702,1,54.68
s_1737,1376,70,b-budget,6,25229,1,66.31
s_1738,621,19,b-budget,6,35387,1,78.48
s_1739,593,23,b-budget,6,50486,1,54.46
s_1740,1054,41,b-budget,6,17424,1,72.49
s_1741,359,18,b-budget,6,40659,1,81.91
s_1742,385,25,b-budget,6,32969,1,90.48
s_1743,359,19,b-budget,6,31573,1,71.45
s_1744,2804,69,b-budget,6,30983,1,56.61
s_1745,684,19,b-budget,6,29962,1,72.15
s_1746,757,61,b-budget,6,35265,1,74.56
s_1747,317,30,b-budget,6,13974,1,55.48
s_1748,999,44,b-budget,6,36076,0,
s_1749,2216,72,b-budget,6,43524,1,53.10
s_1750,1058,61,b-budget,6,32336,1,60.71
s_1751,129,13,b-budget,6,27463,1,63.31
s_1752,399,18,b-budget,6,30410,1,46.53
s_1753,1635,96,b-budget,6,29737,1,50.19
s_1754,258,14,b-budget,6,20800,1,73.35
s_1755,1762,120,b-budget,6,64518,0,
s_1756,277,17,b-budget,6,38673,0,
s_1757,482,20,b-budget,6,26403,1,66.45
s_1758,2227,185,b-budget,6,64223,1,45.73
s_1759,2390,102,b-budget,6,30844,1,61.97
s_1760,255,20,b-budget,6,34981,1,74.48
s_1761,794,53,b-budget,6,50825,0,
s_1762,91,7,b-budget,6,47147,1,76.45
s_1763,93,5,b-budget,6,36182,1,85.26
s_1764,185,20,b-budget,6,35424,1,77.13
s_1765,139,5,b-budget,6,21797,0,
s_1766,1468,62,b-budget,6,34205,0,
s_1767,1499,98,b-budget,6,41865,1,51.77
s_1768,1766,107,b-budget,6,26114,1,51.76
s_1769,1160,67,b-budget,6,51594,1,61.27
s_1770,1436,73,b-budget,6,37439,1,67.22
s_1771,279,16,b-budget,6,38310,1,47.53
s_1772,1525,104,b-budget,6,15562,0,
s_1773,1035,92,b-budget,6,34407,1,58.33
s_1774,449,30,b-budget,6,48938,1,47.53
s_1775,1081,84,b-budget,6,32006,1,53.52
s_1776,728,18,b-budget,6,43692,1,77.96
s_1777,1020,43,b-budget,6,27710,1,60.36
s_1778,3513,158,b-budget,6,50705,0,
s_1779,670,30,b-budget,6,43702,1,55.41
s_1780,679,44,b-budget,6,17815,1,57.33
s_1781,1015,75,b-budget,6,38039,0,
s_1782,241,14,b-budget,6,48784,1,63.60
s_1783,457,18,b-budget,6,49295,1,74.28
s_1784,1922,94,b-budget,6,60483,1,59.41
s_1785,110,17,b-budget,6,31058,1,73.96
s_1786,1774,90,b-budget,6,27814,0,
s_1787,654,38,b-budget,6,29347,1,63.72
s_1788,486,41,b-budget,6,28444,1,71.22
s_1789,919,41,b-budget,6,39767,0,
s_1790,623,47,b-budget,6,37021,1,71.22
s_1791,1205,39,b-budget,6,26067,1,61.08
s_1792,2164,75,b-budget,6,41443,1,58.05
s_1793,2824,70,b-budget,6,24511,1,75.63
s_1794,661,46,b-budget,6,54411,1,51.85
s_1795,454,26,b-budget,6,49051,1,67.95
s_1796,578,20,b-budget,6,35323,1,81.05
s_1797,851,25,b-budget,6,32302,1,63.84
s_1798,170,11,b-budget,6,33287,1,80.17
s_1799,3481,203,b-budget,6,50084,0,
s_1800,655,32,b-budget,6,60480,1,64.55
s_1801,2170,83,b-budget,6,32937,0,
s_1802,931,39,b-budget,6,24624,1,68.22
s_1803,1903,73,b-budget,6,23202,1,50.13
s_1804,79,6,b-budget,6,24528,1,75.79
s_1805,1384,51,b-budget,6,31784,1,70.58
s_1806,133,7,b-budget,6,71204,1,70.53
s_1807,565,32,b-budget,6,27970,1,54.87
s_1808,1071,51,b-budget,6,36254,1,83.55
s_1809,622,35,b-budget,6,61282,1,60.81
s_1810,1388,73,b-budget,6,49478,1,79.33
s_1811,554,36,b-budget,6,40607,1,65.97
s_1812,1500,82,b-budget,6,45071,0,
s_1813,353,31,b-budget,6,33313,1,60.15
s_1814,5428,217,b-budget,6,47870,0,
s_1815,852,50,b-budget,6,22683,1,61.59
s_1816,1775,60,b-budget,6,49495,0,
s_1817,1011,37,b-budget,6,21939,1,55.69
s_1818,576,48,b-budget,6,22539,1,53.23
s_1819,1642,62,b-budget,6,33788,1,45.52
s_1820,280,16,b-budget,6,26870,1,80.62
s_1821,2314,95,b-budget,6,34591,1,39.98
s_1822,2372,121,b-budget,6,30242,0,
s_1823,696,37,b-budget,6,42412,0,
s_1824,1432,101,b-budget,6,33582,1,40.38
s_1825,544,34,b-budget,6,19341,1,65.91
s_1826,1488,69,b-budget,6,34068,1,59.43
s_1827,443,25,b-budget,6,21453,1,63.92
s_1828,283,17,b-budget,6,23406,1,81.35
s_1829,91,8,b-budget,6,25363,1,51.21
s_1830,7167,256,b-budget,6,23291,0,
s_1831,284,12,b-budget,6,24271,1,66.18
s_1832,878,71,b-budget,6,44369,1,74.08
s_1833,750,24,b-budget,6,42802,1,65.61
s_1834,106,6,b-budget,6,37600,1,66.57
s_1835,130,6,b-budget,6,33434,1,47.85
s_1836,1071,53,b-budget,6,30128,1,51.58
s_1837,867,23,b-budget,6,26114,1,60.67
s_1838,387,16,b-budget,6,16366,0,
s_1839,175,13,b-budget,6,41118,1,59.40
s_1840,2693,126,b-budget,6,33669,0,
s_1841,6413,261,b-budget,6,44930,0,
s_1842,1214,63,b-budget,6,56100,1,47.71
s_1843,417,22,b-budget,6,21612,1,58.16
s_1844,1311,57,b-budget,6,25937,1,57.09
s_1845,1473,59,b-budget,6,19291,1,64.74
s_1846,3664,104,b-budget,6,36632,1,55.72
s_1847,1993,142,b-budget,6,36398,0,
s_1848,291,8,b-budget,6,28056,1,44.99
s_1849,687,36,b-budget,6,30476,0,
s_1850,616,60,b-budget,6,29919,1,45.28
s_1851,337,17,b-budget,6,28814,1,64.71
s_1852,3137,153,b-budget,6,18026,1,58.59
s_1853,1013,40,b-budget,6,18994,0,
s_1854,574,30,b-budget,6,74048,1,74.87
s_1855,1499,73,b-budget,6,33291,0,
s_1856,1178,37,b-budget,6,34453,1,72.68
s_1857,1476,108,b-budget,6,32714,1,66.41
s_1858,419,39,b-budget,6,44429,1,57.38
s_1859,966,77,b-budget,6,22557,1,67.00
s_1860,962,58,b-budget,6,26766,1,51.91
s_1861,1230,51,b-budget,6,28851,0,
s_1862,1066,47,b-budget,6,36767,1,69.45
s_1863,127,7,b-budget,6,46039,1,58.05
s_1864,4513,150,b-budget,6,14720,0,
s_1865,924,53,b-budget,6,31680,1,64.56
s_1866,2082,87,b-budget,6,20942,1,68.04
s_1867,761,29,b-budget,6,21045,1,43.32
s_1868,1521,66,b-budget,6,20908,1,69.26
s_1869,1000,46,b-budget,6,36944,1,57.55
s_1870,556,19,b-budget,6,27690,1,47.68
s_1871,455,19,b-budget,6,38319,1,68.69
s_1872,1566,79,b-budget,6,47016,1,62.43
s_1873,1328,63,b-budget,6,18337,1,53.14
s_1874,365,16,b-budget,6,22855,1,63.26
s_1875,689,35,b-budget,6,36653,1,46.88
s_1876,321,17,b-budget,6,35120,1,62.53
s_1877,2661,74,b-budget,6,48331,1,62.98
s_1878,598,46,b-budget,6,50718,1,62.25
s_1879,2625,107,b-budget,6,48315,1,52.06
s_1880,514,45,b-budget,6,14635,1,77.38
s_1881,438,24,b-budget,6,25927,1,72.75
s_1882,2131,64,b-budget,6,37161,0,
s_1883,4191,168,b-budget,6,23435,0,
s_1884,832,45,b-budget,6,40763,1,94.74
s_1885,433,20,b-budget,6,25780,1,66.40
s_1886,538,32,b-budget,6,24749,1,57.74
s_1887,5126,211,b-budget,6,33802,0,
s_1888,1158,26,b-budget,6,39496,1,53.26
s_1889,118,7,b-budget,6,26063,1,88.32
s_1890,1090,34,b-budget,6,37534,0,
s_1891,3648,121,b-budget,6,24268,0,
s_1892,244,11,b-budget,6,23841,1,51.52
s_1893,691,43,b-budget,6,48298,1,62.32
s_1894,226,17,b-budget,6,40947,1,62.60
s_1895,1380,48,b-budget,6,25868,1,50.52
s_1896,798,44,b-budget,6,21113,1,63.92
s_1897,463,22,b-budget,6,41622,0,
s_1898,1365,109,b-budget,6,32686,1,63.45
s_1899,870,58,b-budget,6,18339,1,74.60
s_1900,1245,53,b-budget,6,33800,1,58.28
s_1901,538,13,b-budget,6,29866,0,
s_1902,746,52,b-budget,6,28381,1,70.78
s_1903,3013,106,b-budget,6,40361,0,
s_1904,2445,66,b-budget,6,45314,1,56.52
s_1905,200,8,b-budget,6,52383,1,74.66
s_1906,955,51,b-budget,6,26251,1,38.68
s_1907,465,28,b-budget,6,42718,1,72.44
s_1908,311,19,b-budget,6,37959,1,61.28
s_1909,286,18,b-budget,6,39601,1,55.13
s_1910,1073,62,b-budget,6,51316,0,
s_1911,736,31,b-budget,6,27077,1,54.49
s_1912,191,11,b-budget,6,29788,1,57.59
s_1913,255,20,b-budget,6,18997,1,87.76
s_1914,1148,69,b-budget,6,51480,0,
s_1915,933,54,b-budget,6,70068,1,57.66
s_1916,748,40,b-budget,6,27880,1,75.41
s_1917,727,30,b-budget,6,31047,1,51.25
s_1918,205,15,b-budget,6,33612,1,64.73
s_1919,749,49,b-budget,6,29676,1,51.35
s_1920,809,61,b-budget,6,32859,1,86.85
s_1921,1038,59,b-budget,6,29415,1,70.48
s_1922,828,36,b-budget,6,34653,1,54.26
s_1923,507,26,b-budget,6,35527,1,51.93
s_1924,4852,318,b-budget,6,49676,0,
