# RQ6 -- head-to-head on the common Java-8-compatible subset (4,200 classes).
# Paper Table tab:rq6_comparison (Sec. 5.7). One row per class per system.
# All systems run on the same sandboxes and the same metric pipeline; the
# quality columns are populated only where the test finally compiled, and the
# table's means are the means of those columns.
# cost is prompt+completion tokens per class, or CPU-seconds for EvoSuite.
class_id,loc,cyclomatic_complexity,system,compiled_initially,compiled,branch_coverage,line_coverage,mutation_score,mnt,cost,cost_unit
j8_0230,4356,180,benjitest-dynamic,0,0,,,,,49814.0,tokens
j8_0231,511,23,benjitest-dynamic,1,1,91.45,93.35,92.81,3.09,29889.0,tokens
j8_0232,435,14,benjitest-dynamic,1,1,100.0,100.0,94.55,3.83,35834.0,tokens
j8_0233,2687,136,benjitest-dynamic,1,1,83.09,86.71,67.44,4.0,48486.0,tokens
j8_0234,484,26,benjitest-dynamic,1,1,100.0,100.0,100.0,2.85,29052.0,tokens
j8_0235,443,37,benjitest-dynamic,1,1,92.55,88.74,100.0,3.07,30554.0,tokens
j8_0236,257,13,benjitest-dynamic,1,1,90.92,97.01,90.98,4.22,25664.0,tokens
j8_0237,1413,110,benjitest-dynamic,1,1,88.53,92.33,100.0,2.61,33355.0,tokens
j8_0238,429,32,benjitest-dynamic,1,1,85.91,91.53,90.16,2.87,19334.0,tokens
j8_0239,1873,92,benjitest-dynamic,1,1,88.66,98.36,94.84,4.53,39040.0,tokens
j8_0240,557,43,benjitest-dynamic,1,1,95.69,100.0,87.8,5.09,33008.0,tokens
j8_0241,372,26,benjitest-dynamic,1,1,100.0,100.0,89.08,1.19,26510.0,tokens
j8_0242,2701,108,benjitest-dynamic,1,1,100.0,97.62,93.44,2.31,52701.0,tokens
j8_0243,1862,81,benjitest-dynamic,1,1,79.76,86.38,83.1,3.43,37171.0,tokens
j8_0244,437,21,benjitest-dynamic,1,1,100.0,100.0,100.0,0.95,35814.0,tokens
j8_0245,520,31,benjitest-dynamic,1,1,74.29,85.54,78.34,2.85,31556.0,tokens
j8_0246,1556,74,benjitest-dynamic,1,1,85.32,93.34,88.54,1.97,35911.0,tokens
j8_0247,390,24,benjitest-dynamic,1,1,100.0,100.0,100.0,1.25,23478.0,tokens
j8_0248,417,21,benjitest-dynamic,1,1,90.96,95.71,94.56,5.21,25008.0,tokens
j8_0249,279,18,benjitest-dynamic,1,1,81.41,82.97,95.92,3.5,18652.0,tokens
j8_0250,885,37,benjitest-dynamic,1,1,99.5,100.0,100.0,1.89,32666.0,tokens
j8_0251,868,37,benjitest-dynamic,1,1,86.87,92.62,79.35,4.41,30814.0,tokens
j8_0252,2293,96,benjitest-dynamic,1,1,72.84,79.22,76.71,3.88,37704.0,tokens
j8_0253,500,21,benjitest-dynamic,0,1,78.82,77.86,91.01,3.29,26682.0,tokens
j8_0254,288,17,benjitest-dynamic,1,1,94.01,95.3,100.0,1.79,31716.0,tokens
j8_0255,644,29,benjitest-dynamic,1,1,90.77,94.23,94.23,2.11,32754.0,tokens
j8_0256,1262,64,benjitest-dynamic,1,1,88.83,92.97,96.27,3.96,38765.0,tokens
j8_0257,202,8,benjitest-dynamic,1,1,100.0,100.0,99.07,1.44,12760.0,tokens
j8_0258,1752,75,benjitest-dynamic,1,1,82.55,84.39,91.08,4.96,42632.0,tokens
j8_0259,1026,56,benjitest-dynamic,0,0,,,,,31277.0,tokens
j8_0260,987,53,benjitest-dynamic,1,1,88.81,89.54,85.57,2.24,37383.0,tokens
j8_0261,1228,33,benjitest-dynamic,1,1,87.34,96.77,93.64,1.96,40848.0,tokens
j8_0262,381,30,benjitest-dynamic,1,1,88.46,96.61,89.3,5.87,24863.0,tokens
j8_0263,383,28,benjitest-dynamic,1,1,81.62,87.22,75.3,3.22,18621.0,tokens
j8_0264,3347,96,benjitest-dynamic,1,1,68.04,81.78,70.75,4.94,54953.0,tokens
j8_0265,580,28,benjitest-dynamic,1,1,95.43,93.82,93.19,3.82,32220.0,tokens
j8_0266,2418,69,benjitest-dynamic,1,1,89.68,87.34,74.71,2.41,43875.0,tokens
j8_0267,662,52,benjitest-dynamic,1,1,95.57,92.48,100.0,3.02,25340.0,tokens
j8_0268,198,14,benjitest-dynamic,1,1,100.0,100.0,94.4,0.28,10029.0,tokens
j8_0269,568,23,benjitest-dynamic,1,1,94.78,96.63,100.0,3.54,30325.0,tokens
j8_0270,675,33,benjitest-dynamic,1,1,98.3,100.0,99.07,3.24,23840.0,tokens
j8_0271,554,46,benjitest-dynamic,1,1,81.36,93.04,80.64,4.87,25901.0,tokens
j8_0272,1514,61,benjitest-dynamic,1,1,85.61,86.38,71.35,3.03,40032.0,tokens
j8_0273,898,50,benjitest-dynamic,1,1,80.06,92.96,79.54,4.93,39305.0,tokens
j8_0274,1281,51,benjitest-dynamic,1,1,98.84,97.75,98.25,3.57,40888.0,tokens
j8_0275,1587,62,benjitest-dynamic,1,1,100.0,100.0,100.0,1.97,31972.0,tokens
j8_0276,926,31,benjitest-dynamic,1,1,85.22,89.69,94.1,2.04,38301.0,tokens
j8_0277,2253,122,benjitest-dynamic,1,1,93.3,89.82,100.0,2.61,26248.0,tokens
j8_0278,1011,90,benjitest-dynamic,1,1,99.48,100.0,79.93,2.52,21618.0,tokens
j8_0279,721,50,benjitest-dynamic,1,1,95.2,98.98,98.4,3.29,20035.0,tokens
j8_0280,353,24,benjitest-dynamic,1,1,84.09,100.0,89.86,3.94,24648.0,tokens
j8_0281,2915,99,benjitest-dynamic,1,1,99.43,96.7,100.0,1.93,42209.0,tokens
j8_0282,1927,132,benjitest-dynamic,1,1,81.28,79.64,97.04,3.67,44137.0,tokens
j8_0283,661,42,benjitest-dynamic,1,1,82.33,89.3,100.0,5.46,28205.0,tokens
j8_0284,851,23,benjitest-dynamic,1,1,93.29,98.6,90.08,2.45,34309.0,tokens
j8_0285,463,17,benjitest-dynamic,1,1,79.44,83.76,69.62,2.45,18178.0,tokens
j8_0286,457,29,benjitest-dynamic,1,1,82.47,88.28,100.0,5.17,32816.0,tokens
j8_0287,319,19,benjitest-dynamic,1,1,78.71,84.73,75.76,5.03,25043.0,tokens
j8_0288,399,13,benjitest-dynamic,1,1,97.31,99.67,98.27,3.31,29745.0,tokens
j8_0289,551,45,benjitest-dynamic,1,1,100.0,100.0,100.0,1.93,23998.0,tokens
j8_0290,1214,50,benjitest-dynamic,1,1,83.87,90.45,84.55,2.25,34039.0,tokens
j8_0291,256,22,benjitest-dynamic,1,1,92.31,93.55,94.62,4.56,16880.0,tokens
j8_0292,697,36,benjitest-dynamic,1,1,95.33,96.86,86.74,1.47,23927.0,tokens
j8_0293,459,19,benjitest-dynamic,1,1,96.53,100.0,99.47,3.15,24110.0,tokens
j8_0294,569,22,benjitest-dynamic,1,1,91.44,99.04,100.0,1.32,30143.0,tokens
j8_0295,3559,168,benjitest-dynamic,1,1,75.36,81.87,79.2,5.62,53908.0,tokens
j8_0296,303,16,benjitest-dynamic,1,1,90.79,87.97,100.0,1.69,9846.0,tokens
j8_0297,944,65,benjitest-dynamic,1,1,87.82,90.7,81.01,4.1,24587.0,tokens
j8_0298,1539,68,benjitest-dynamic,1,1,89.24,85.92,78.72,4.05,37268.0,tokens
j8_0299,376,23,benjitest-dynamic,1,1,85.77,97.44,83.81,2.27,13911.0,tokens
j8_0300,737,49,benjitest-dynamic,1,1,84.27,79.67,76.63,3.88,30829.0,tokens
j8_0301,1379,39,benjitest-dynamic,1,1,99.06,100.0,100.0,3.53,31623.0,tokens
j8_0302,1281,47,benjitest-dynamic,1,1,83.89,91.35,100.0,4.75,49821.0,tokens
j8_0303,329,21,benjitest-dynamic,1,1,95.88,100.0,100.0,2.97,35074.0,tokens
j8_0304,1309,39,benjitest-dynamic,1,1,89.46,96.28,84.54,3.53,33458.0,tokens
j8_0305,242,14,benjitest-dynamic,1,1,91.29,88.62,80.06,3.28,16982.0,tokens
j8_0306,423,17,benjitest-dynamic,1,1,100.0,100.0,100.0,0.23,31711.0,tokens
j8_0307,380,21,benjitest-dynamic,1,1,95.33,98.07,87.12,1.73,31864.0,tokens
j8_0308,421,17,benjitest-dynamic,1,1,91.26,94.56,87.45,3.06,27742.0,tokens
j8_0309,181,10,benjitest-dynamic,1,1,92.94,100.0,95.75,3.02,20961.0,tokens
j8_0310,960,49,benjitest-dynamic,0,1,63.67,73.67,67.03,3.96,26505.0,tokens
j8_0311,9053,243,benjitest-dynamic,0,1,68.54,72.89,67.66,5.33,50256.0,tokens
j8_0312,1443,67,benjitest-dynamic,1,1,74.75,82.72,90.63,2.9,51520.0,tokens
j8_0313,1859,126,benjitest-dynamic,1,1,80.56,94.03,91.91,5.42,47623.0,tokens
j8_0314,1577,59,benjitest-dynamic,0,0,,,,,42423.0,tokens
j8_0315,860,35,benjitest-dynamic,1,1,100.0,100.0,96.2,1.46,29046.0,tokens
j8_0316,2179,80,benjitest-dynamic,0,0,,,,,45531.0,tokens
j8_0317,1481,72,benjitest-dynamic,1,1,80.3,90.3,81.38,2.35,41554.0,tokens
j8_0318,1208,69,benjitest-dynamic,1,1,79.23,85.06,81.54,4.33,38248.0,tokens
j8_0319,158,10,benjitest-dynamic,1,1,100.0,100.0,100.0,1.43,16278.0,tokens
j8_0320,293,22,benjitest-dynamic,1,1,94.05,94.18,93.83,2.59,18963.0,tokens
j8_0321,39,3,benjitest-dynamic,1,1,100.0,100.0,100.0,2.79,7903.0,tokens
j8_0322,173,14,benjitest-dynamic,1,1,93.33,94.88,81.35,2.45,12575.0,tokens
j8_0323,473,27,benjitest-dynamic,1,1,100.0,100.0,92.15,2.55,20205.0,tokens
j8_0324,419,31,benjitest-dynamic,1,1,100.0,96.93,95.79,2.1,23657.0,tokens
j8_0325,208,17,benjitest-dynamic,1,1,100.0,100.0,100.0,1.77,16789.0,tokens
j8_0326,1584,118,benjitest-dynamic,1,1,84.33,82.54,87.64,4.14,37219.0,tokens
j8_0327,1069,85,benjitest-dynamic,1,1,81.87,100.0,92.57,4.62,30405.0,tokens
j8_0328,437,25,benjitest-dynamic,1,1,100.0,100.0,91.15,3.42,23814.0,tokens
j8_0329,394,22,benjitest-dynamic,1,1,99.68,98.05,87.06,3.96,18220.0,tokens
j8_0330,1068,58,benjitest-dynamic,1,1,88.26,91.43,90.72,3.63,40519.0,tokens
j8_0331,247,13,benjitest-dynamic,1,1,100.0,100.0,100.0,1.2,21261.0,tokens
j8_0332,1201,53,benjitest-dynamic,1,1,77.79,88.04,75.56,3.12,29333.0,tokens
j8_0333,871,41,benjitest-dynamic,1,1,83.21,87.94,83.26,3.77,13074.0,tokens
j8_0334,227,25,benjitest-dynamic,1,1,100.0,100.0,100.0,2.07,19916.0,tokens
j8_0335,977,47,benjitest-dynamic,1,1,87.46,93.49,98.01,3.41,32737.0,tokens
j8_0336,1917,110,benjitest-dynamic,1,1,76.75,83.4,85.25,4.14,43975.0,tokens
j8_0337,1905,94,benjitest-dynamic,1,1,78.46,87.7,91.82,4.69,43568.0,tokens
j8_0338,202,16,benjitest-dynamic,1,1,87.69,90.68,100.0,2.24,15333.0,tokens
j8_0339,881,36,benjitest-dynamic,1,1,80.72,83.56,84.58,4.57,31324.0,tokens
j8_0340,1178,56,benjitest-dynamic,1,1,84.53,87.97,75.96,4.87,38522.0,tokens
j8_0341,1296,61,benjitest-dynamic,1,1,86.63,98.29,100.0,3.07,41877.0,tokens
j8_0342,309,18,benjitest-dynamic,1,1,100.0,98.69,100.0,2.16,13098.0,tokens
j8_0343,240,17,benjitest-dynamic,1,1,100.0,100.0,100.0,3.15,19938.0,tokens
j8_0344,793,55,benjitest-dynamic,1,1,96.11,92.37,96.78,3.33,24589.0,tokens
j8_0345,815,33,benjitest-dynamic,1,1,88.37,90.38,91.3,3.59,32411.0,tokens
j8_0346,691,33,benjitest-dynamic,0,0,,,,,36940.0,tokens
j8_0347,453,24,benjitest-dynamic,1,1,90.67,98.43,82.59,2.97,25710.0,tokens
j8_0348,245,16,benjitest-dynamic,1,1,93.28,97.96,100.0,3.05,20735.0,tokens
j8_0349,1322,80,benjitest-dynamic,1,1,100.0,100.0,100.0,1.39,36327.0,tokens
j8_0350,277,19,benjitest-dynamic,1,1,81.81,90.07,78.52,4.74,18564.0,tokens
j8_0351,284,14,benjitest-dynamic,1,1,94.86,92.05,99.12,1.72,35147.0,tokens
j8_0352,248,13,benjitest-dynamic,1,1,100.0,100.0,100.0,1.6,12675.0,tokens
j8_0353,560,24,benjitest-dynamic,1,1,100.0,100.0,100.0,2.79,20150.0,tokens
j8_0354,2411,156,benjitest-dynamic,1,1,76.0,78.76,93.78,3.51,48414.0,tokens
j8_0355,1712,123,benjitest-dynamic,1,1,100.0,100.0,100.0,2.15,38198.0,tokens
j8_0356,507,34,benjitest-dynamic,1,1,78.92,84.33,85.13,3.96,31075.0,tokens
j8_0357,485,31,benjitest-dynamic,1,1,99.54,100.0,100.0,3.15,25232.0,tokens
j8_0358,2118,78,benjitest-dynamic,1,1,85.69,89.59,82.61,4.49,41385.0,tokens
j8_0359,299,23,benjitest-dynamic,1,1,93.62,95.33,95.57,2.26,29543.0,tokens
j8_0360,1539,118,benjitest-dynamic,1,1,75.08,85.94,80.52,3.94,31755.0,tokens
j8_0361,898,40,benjitest-dynamic,1,1,95.15,100.0,87.63,1.4,38760.0,tokens
j8_0362,742,50,benjitest-dynamic,1,1,100.0,100.0,100.0,1.93,30246.0,tokens
j8_0363,1379,60,benjitest-dynamic,1,1,81.79,93.32,90.16,2.89,35603.0,tokens
j8_0364,224,19,benjitest-dynamic,1,1,92.62,94.65,100.0,3.85,14200.0,tokens
j8_0365,505,26,benjitest-dynamic,1,1,83.23,87.37,79.5,2.54,26408.0,tokens
j8_0366,132,8,benjitest-dynamic,1,1,100.0,94.62,97.52,2.84,12364.0,tokens
j8_0367,2614,79,benjitest-dynamic,0,1,71.33,76.03,66.63,3.96,37676.0,tokens
j8_0368,975,50,benjitest-dynamic,1,1,91.26,100.0,100.0,3.18,35937.0,tokens
j8_0369,446,17,benjitest-dynamic,1,1,97.65,100.0,100.0,1.08,29129.0,tokens
j8_0370,3281,237,benjitest-dynamic,1,1,74.96,80.33,86.34,5.58,41965.0,tokens
j8_0371,948,39,benjitest-dynamic,1,1,79.19,86.55,80.13,2.22,32420.0,tokens
j8_0372,1584,41,benjitest-dynamic,1,1,100.0,99.96,94.39,0.59,37878.0,tokens
j8_0373,159,8,benjitest-dynamic,1,1,100.0,100.0,97.65,2.6,22596.0,tokens
j8_0374,484,25,benjitest-dynamic,1,1,90.56,90.95,90.18,3.97,30363.0,tokens
j8_0375,384,25,benjitest-dynamic,1,1,92.52,97.61,100.0,2.74,19865.0,tokens
j8_0376,2269,67,benjitest-dynamic,1,1,85.65,90.69,91.76,3.26,44898.0,tokens
j8_0377,1587,59,benjitest-dynamic,1,1,83.49,96.0,91.47,2.71,36561.0,tokens
j8_0378,1176,81,benjitest-dynamic,1,1,84.05,89.52,72.85,3.33,27983.0,tokens
j8_0379,347,23,benjitest-dynamic,1,1,73.99,84.16,91.21,3.64,20784.0,tokens
j8_0380,2469,121,benjitest-dynamic,1,1,88.26,88.4,78.48,3.6,56989.0,tokens
j8_0381,192,11,benjitest-dynamic,1,1,100.0,100.0,100.0,3.85,7903.0,tokens
j8_0382,356,9,benjitest-dynamic,1,1,95.43,94.56,100.0,2.29,27626.0,tokens
j8_0383,583,24,benjitest-dynamic,1,1,86.65,92.22,86.45,2.15,22919.0,tokens
j8_0384,594,23,benjitest-dynamic,1,1,70.33,84.78,75.9,3.2,27842.0,tokens
j8_0385,1834,127,benjitest-dynamic,1,1,76.71,87.0,85.65,6.43,37430.0,tokens
j8_0386,792,27,benjitest-dynamic,1,1,98.13,95.08,82.7,4.31,29819.0,tokens
j8_0387,2500,113,benjitest-dynamic,1,1,87.76,96.44,77.61,2.47,38544.0,tokens
j8_0388,213,11,benjitest-dynamic,1,1,95.24,100.0,100.0,3.03,22077.0,tokens
j8_0389,671,28,benjitest-dynamic,1,1,100.0,96.29,94.9,3.72,29654.0,tokens
j8_0390,2210,145,benjitest-dynamic,1,1,95.99,99.79,100.0,1.87,35029.0,tokens
j8_0391,301,18,benjitest-dynamic,1,1,98.62,100.0,83.16,2.75,25300.0,tokens
j8_0392,488,38,benjitest-dynamic,1,1,96.19,95.79,100.0,1.66,31717.0,tokens
j8_0393,402,19,benjitest-dynamic,1,1,97.53,98.54,95.3,4.04,19451.0,tokens
j8_0394,2250,73,benjitest-dynamic,1,1,86.89,92.7,92.79,2.83,31830.0,tokens
j8_0395,1514,51,benjitest-dynamic,1,1,81.18,78.08,82.02,2.51,52969.0,tokens
j8_0396,186,11,benjitest-dynamic,1,1,85.72,96.9,97.81,3.84,17081.0,tokens
j8_0397,387,17,benjitest-dynamic,1,1,94.2,98.07,100.0,3.3,18021.0,tokens
j8_0398,1687,36,benjitest-dynamic,1,1,91.09,96.47,88.3,3.34,42994.0,tokens
j8_0399,1443,49,benjitest-dynamic,1,1,89.76,89.25,87.63,4.29,46810.0,tokens
j8_0400,10258,412,benjitest-dynamic,0,0,,,,,64589.0,tokens
j8_0401,1427,66,benjitest-dynamic,1,1,86.53,92.96,88.7,3.41,39990.0,tokens
j8_0402,645,46,benjitest-dynamic,1,1,87.95,97.42,99.01,4.32,28320.0,tokens
j8_0403,1353,63,benjitest-dynamic,0,1,64.99,71.45,77.92,3.96,42357.0,tokens
j8_0404,1562,72,benjitest-dynamic,0,1,66.09,70.78,72.25,6.71,24682.0,tokens
j8_0405,376,17,benjitest-dynamic,1,1,100.0,100.0,98.38,4.07,19679.0,tokens
j8_0406,571,34,benjitest-dynamic,1,1,83.13,88.19,85.92,3.71,29172.0,tokens
j8_0407,415,26,benjitest-dynamic,1,1,86.71,100.0,88.15,1.68,23256.0,tokens
j8_0408,347,10,benjitest-dynamic,0,1,75.47,77.99,71.46,5.22,28516.0,tokens
j8_0409,2452,166,benjitest-dynamic,1,1,85.26,87.1,75.4,3.13,52377.0,tokens
j8_0410,257,14,benjitest-dynamic,1,1,100.0,100.0,100.0,0.59,23812.0,tokens
j8_0411,673,24,benjitest-dynamic,1,1,98.63,97.2,95.41,2.73,25053.0,tokens
j8_0412,740,49,benjitest-dynamic,1,1,100.0,100.0,100.0,1.85,28841.0,tokens
j8_0413,213,10,benjitest-dynamic,1,1,95.26,95.55,100.0,3.49,21789.0,tokens
j8_0414,854,41,benjitest-dynamic,0,1,71.2,79.34,81.92,3.62,32776.0,tokens
j8_0415,951,49,benjitest-dynamic,1,1,100.0,100.0,100.0,1.77,44266.0,tokens
j8_0416,865,33,benjitest-dynamic,1,1,85.72,97.09,94.7,3.34,33690.0,tokens
j8_0417,636,33,benjitest-dynamic,1,1,93.65,83.54,73.72,4.57,27184.0,tokens
j8_0418,2248,93,benjitest-dynamic,1,1,87.18,86.92,70.76,2.48,41896.0,tokens
j8_0419,1026,37,benjitest-dynamic,1,1,100.0,99.43,100.0,1.96,34771.0,tokens
j8_0420,8532,225,benjitest-dynamic,1,1,86.08,89.69,89.68,4.05,51009.0,tokens
j8_0421,4257,353,benjitest-dynamic,1,1,79.25,87.57,79.39,4.15,41730.0,tokens
j8_0422,2499,239,benjitest-dynamic,1,1,97.11,96.1,94.06,1.71,43884.0,tokens
j8_0423,459,27,benjitest-dynamic,1,1,100.0,100.0,100.0,3.47,20603.0,tokens
j8_0424,349,23,benjitest-dynamic,1,1,89.16,95.12,85.81,3.67,22420.0,tokens
j8_0425,1468,43,benjitest-dynamic,1,1,87.74,92.76,82.24,3.27,35783.0,tokens
j8_0426,3305,75,benjitest-dynamic,1,1,91.24,81.15,89.51,3.31,38307.0,tokens
j8_0427,821,29,benjitest-dynamic,1,1,83.95,89.96,92.19,2.5,29481.0,tokens
j8_0428,640,57,benjitest-dynamic,1,1,89.41,100.0,87.53,1.79,28989.0,tokens
j8_0429,653,40,benjitest-dynamic,1,1,100.0,100.0,100.0,1.97,30554.0,tokens
j8_0430,622,25,benjitest-dynamic,1,1,100.0,100.0,100.0,3.03,29498.0,tokens
j8_0431,668,65,benjitest-dynamic,1,1,94.71,96.93,91.93,3.56,24573.0,tokens
j8_0432,298,20,benjitest-dynamic,1,1,77.78,79.54,66.72,3.19,22282.0,tokens
j8_0433,726,24,benjitest-dynamic,1,1,92.82,90.3,100.0,2.84,27257.0,tokens
j8_0434,541,29,benjitest-dynamic,1,1,79.4,88.21,95.56,4.13,36415.0,tokens
j8_0435,517,25,benjitest-dynamic,0,1,67.31,80.17,62.28,3.82,37312.0,tokens
j8_0436,434,38,benjitest-dynamic,1,1,79.69,85.42,70.86,4.13,26280.0,tokens
j8_0437,2436,115,benjitest-dynamic,1,1,90.24,95.03,85.9,2.24,39823.0,tokens
j8_0438,2223,140,benjitest-dynamic,1,1,100.0,100.0,100.0,1.55,45290.0,tokens
j8_0439,313,16,benjitest-dynamic,1,1,100.0,100.0,100.0,0.46,16115.0,tokens
j8_0440,597,39,benjitest-dynamic,1,1,100.0,100.0,97.95,3.17,23003.0,tokens
j8_0441,727,53,benjitest-dynamic,1,1,79.67,85.83,80.46,5.22,26897.0,tokens
j8_0442,1949,81,benjitest-dynamic,1,1,87.84,97.06,100.0,4.03,41684.0,tokens
j8_0443,823,46,benjitest-dynamic,1,1,83.79,88.03,98.33,3.84,35335.0,tokens
j8_0444,1715,86,benjitest-dynamic,1,1,95.98,90.24,92.89,2.43,48996.0,tokens
j8_0445,2381,135,benjitest-dynamic,1,1,84.99,97.78,84.47,2.39,51827.0,tokens
j8_0446,594,23,benjitest-dynamic,1,1,88.49,97.35,90.81,2.77,32196.0,tokens
j8_0447,421,24,benjitest-dynamic,1,1,78.49,86.31,90.05,2.14,34829.0,tokens
j8_0448,1005,45,benjitest-dynamic,1,1,87.43,85.21,100.0,3.34,35924.0,tokens
j8_0449,606,37,benjitest-dynamic,1,1,99.6,100.0,100.0,1.87,28625.0,tokens
j8_0450,724,36,benjitest-dynamic,1,1,100.0,97.6,100.0,1.67,39009.0,tokens
j8_0451,2736,180,benjitest-dynamic,0,1,70.4,78.15,83.3,4.61,45784.0,tokens
j8_0452,505,22,benjitest-dynamic,1,1,95.89,97.44,100.0,2.25,28062.0,tokens
j8_0453,1559,75,benjitest-dynamic,1,1,96.03,99.6,97.81,1.58,36303.0,tokens
j8_0454,919,38,benjitest-dynamic,1,1,71.94,82.29,81.37,3.65,46763.0,tokens
j8_0455,1465,63,benjitest-dynamic,1,1,100.0,97.55,91.12,2.27,35490.0,tokens
j8_0456,301,18,benjitest-dynamic,1,1,96.57,97.6,97.22,2.47,25377.0,tokens
j8_0457,811,43,benjitest-dynamic,1,1,78.74,83.32,92.47,4.24,35202.0,tokens
j8_0458,114,6,benjitest-dynamic,1,1,100.0,100.0,89.68,1.38,9377.0,tokens
j8_0459,1132,70,benjitest-dynamic,1,1,100.0,100.0,100.0,1.8,41094.0,tokens
j8_0460,776,32,benjitest-dynamic,1,1,98.48,92.92,89.49,3.24,26714.0,tokens
j8_0461,527,22,benjitest-dynamic,1,1,86.04,89.97,96.44,4.11,36265.0,tokens
j8_0462,2765,102,benjitest-dynamic,1,1,87.81,95.85,97.48,3.32,46602.0,tokens
j8_0463,890,43,benjitest-dynamic,1,1,88.58,92.66,99.95,3.17,37553.0,tokens
j8_0464,1980,127,benjitest-dynamic,1,1,87.36,94.42,100.0,3.93,39359.0,tokens
j8_0465,1112,96,benjitest-dynamic,1,1,87.79,84.02,90.9,3.24,27546.0,tokens
j8_0466,536,18,benjitest-dynamic,1,1,95.91,98.13,100.0,2.69,33754.0,tokens
j8_0467,998,47,benjitest-dynamic,1,1,87.1,95.02,100.0,3.53,32846.0,tokens
j8_0468,664,47,benjitest-dynamic,1,1,100.0,100.0,100.0,2.28,28514.0,tokens
j8_0469,142,14,benjitest-dynamic,1,1,100.0,100.0,100.0,2.62,11023.0,tokens
j8_0470,1726,88,benjitest-dynamic,1,1,85.25,91.17,83.71,3.3,48491.0,tokens
j8_0471,3004,115,benjitest-dynamic,1,1,81.11,86.94,76.21,4.74,48835.0,tokens
j8_0472,3931,112,benjitest-dynamic,1,1,86.56,92.82,91.35,4.53,49026.0,tokens
j8_0473,531,57,benjitest-dynamic,1,1,82.99,83.87,82.64,3.7,24089.0,tokens
j8_0474,1975,48,benjitest-dynamic,1,1,79.51,90.12,100.0,3.48,51154.0,tokens
j8_0475,225,13,benjitest-dynamic,1,1,100.0,100.0,100.0,2.87,24408.0,tokens
j8_0476,2272,138,benjitest-dynamic,1,1,95.25,89.69,88.52,3.16,37626.0,tokens
j8_0477,823,38,benjitest-dynamic,1,1,81.54,88.63,100.0,3.8,35324.0,tokens
j8_0478,2664,151,benjitest-dynamic,1,1,88.61,92.41,84.41,3.44,57455.0,tokens
j8_0479,1508,76,benjitest-dynamic,1,1,100.0,100.0,98.67,3.45,29318.0,tokens
j8_0480,401,17,benjitest-dynamic,1,1,87.52,100.0,85.72,4.13,40763.0,tokens
j8_0481,618,25,benjitest-dynamic,1,1,97.39,98.77,96.4,2.13,25479.0,tokens
j8_0482,549,24,benjitest-dynamic,1,1,96.29,98.11,97.26,3.71,21378.0,tokens
j8_0483,1346,71,benjitest-dynamic,1,1,75.83,84.41,94.52,4.17,39670.0,tokens
j8_0484,2242,142,benjitest-dynamic,1,1,80.48,84.82,84.84,4.7,27880.0,tokens
j8_0485,184,15,benjitest-dynamic,1,1,100.0,100.0,100.0,0.37,22738.0,tokens
j8_0486,424,32,benjitest-dynamic,1,1,95.9,98.39,99.48,1.41,27797.0,tokens
j8_0487,1159,33,benjitest-dynamic,1,1,79.91,84.02,86.27,3.68,24089.0,tokens
j8_0488,459,29,benjitest-dynamic,1,1,100.0,100.0,100.0,2.48,22191.0,tokens
j8_0489,667,40,benjitest-dynamic,1,1,100.0,100.0,91.56,2.72,22804.0,tokens
j8_0490,742,45,benjitest-dynamic,1,1,100.0,99.04,95.87,1.92,35279.0,tokens
j8_0491,945,39,benjitest-dynamic,1,1,92.72,93.16,79.76,3.3,37075.0,tokens
j8_0492,1273,41,benjitest-dynamic,1,1,84.36,87.98,74.99,2.6,24892.0,tokens
j8_0493,740,41,benjitest-dynamic,1,1,80.04,95.28,94.86,3.79,34285.0,tokens
j8_0494,1171,66,benjitest-dynamic,1,1,82.57,88.48,100.0,1.47,45007.0,tokens
j8_0495,275,16,benjitest-dynamic,1,1,100.0,100.0,100.0,3.03,17602.0,tokens
j8_0496,548,31,benjitest-dynamic,1,1,71.41,82.86,80.18,3.62,23204.0,tokens
j8_0497,483,21,benjitest-dynamic,1,1,83.69,87.46,74.19,5.82,17072.0,tokens
j8_0498,1827,82,benjitest-dynamic,0,1,69.49,75.78,87.19,4.31,42896.0,tokens
j8_0499,642,34,benjitest-dynamic,1,1,97.33,92.65,92.25,2.26,30562.0,tokens
j8_0500,1313,56,benjitest-dynamic,1,1,82.09,78.69,72.21,2.59,35691.0,tokens
j8_0501,121,5,benjitest-dynamic,1,1,89.45,99.09,88.31,2.98,7903.0,tokens
j8_0502,232,10,benjitest-dynamic,1,1,78.1,86.34,75.06,4.11,15801.0,tokens
j8_0503,200,9,benjitest-dynamic,1,1,90.21,97.47,100.0,2.97,24987.0,tokens
j8_0504,1281,58,benjitest-dynamic,1,1,100.0,100.0,100.0,2.31,48044.0,tokens
j8_0505,402,37,benjitest-dynamic,1,1,97.92,100.0,100.0,3.4,13353.0,tokens
j8_0506,1139,65,benjitest-dynamic,1,1,90.06,95.44,100.0,4.02,21582.0,tokens
j8_0507,364,38,benjitest-dynamic,1,1,93.19,97.38,100.0,2.93,21631.0,tokens
j8_0508,900,54,benjitest-dynamic,1,1,88.15,91.99,82.31,4.15,41220.0,tokens
j8_0509,528,25,benjitest-dynamic,1,1,100.0,100.0,100.0,0.63,25188.0,tokens
